processed_text,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"Kerapian kamar kurang, banyak kabel yang tidak rapi. Sofa kotor.  Sarapan nasinya keras",neut,neut,neut,neut,neg,neut,neut,neg,neut,neut
"sedikit terganggu ketika di kamar karena tidak kedap suara, suara dari kamar lain bisa terdengar jelas . toilet kurang bersih, tisunya sedikit banget ",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Standar,bangunan tua.. Namun saklar listrik sudah tidak kuat menancap pada dinding, ac dingin memerlukan waktu lama, lift hanya sampai Lt 4 padahal kamar ada di Lt 5",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Per bagus wafi karna belum sampai ke kamar. Tambahkan menu untuk makanan di kantinnya,neut,neut,neut,neut,neut,neut,neut,neg,neut,neg
bathtubnya ga bisa dipake krn gk ada penutupnya. dan gk ada air panasnya. ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..",neut,neut,neut,neut,neg,pos,neut,neut,pos,pos
"kamar lumayan enak, tapi sayang kurang kerawat.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Kamar mandi agak bau karena air tetesan AC.,neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
"AC kurang dingin, tapi ada cemilan dan sekitar tempat penginapan banyak tempat makan. Kamar mandi bersih tapi tidak ada saluran udara keluar dari kamar mandi.",neg,neut,neut,neut,pos,pos,neut,neut,neut,neut
no good. selimutnya and spreynya tdk bersih.  bau keringat bekas pakai penghuni sebelumnya. badan jadi gatal2 setelah nginap di hotel tersebut.,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
pelayanan buruk,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
ac nya lama baru dingin terus pas tidur kedengeran suara mesin air,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Kualitas tidak sesuai dengan iklan/ gambar : 1. Air hangat tidak tersedia. 2. Kamar mandi banyak pasir. 3. Tidak ada atribut Airy sewaktu masuk kamar. 4. Peralatan mandi dan snack baru diberikan setelah diminta. 5. Terdapat handuk bekas pakai didalam kamar mandi sewaktu masuk pertama kali ke kamar mandi Pengalaman menginap yang mengecewakan.,neut,neg,neut,neut,neg,neg,neut,neut,neut,neut
mengecewakan tidak susuai apa yg dilihat di foto tempatnya kurang nyaman dan wifi sama sekali tidak berfungsi,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"air mati dr pagi smp sore, petugas msk tanpa ketuk pintu lbh dl..",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Bersih... rapih dan lumayan bagus kamar nya....nyamanlah utk istirahat. Tapi banyak semut kecil2..  kalau mlm air panas nya dingin. Gak ada pintu langsung ke lobby/resepsionis jadi harus turun dulu ke basement. Tapi sdh hari ke 4 masih betah tidur disini. ,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
saya tlp tempatnya hp ga ada jawaban saya datangi ke sana jam 12 siang ternyata pagar terkunci....dan saya tidak bisa menginap di sana...... akhirnya saya cari hotel lagi....saya kecewa karena sdah bawa keluarga....,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"cukup baik, kamar mandi kurang bersih, pewangi ruangan mati, remot TV Rusak.",neut,neut,neg,neut,neg,neut,neut,neut,neg,neut
tempat nyaman cuman hanya chanel tv ga komplit kalo komplit bagus nyaman sekalia cuman hanya ada 4 chanel yang ada ð ,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"Saya tidak menyukai kebersihan kamar mandi dikarenakan pada saat saya masuk ke dalamnya,terdapat kecoa mati di toilet dan di bawah shower, kebersihan sprai juga perlu diperhatikan",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
Acnya kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Toiletnya kotor, bantalnya bau,tp fasilitas yang lain oke. ",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
resepsionis cewe lemot bgt kerjanya. Ga dpt sarapan. Dpt kamar yg tidak sesuai gambar,neut,neut,neut,neut,neut,neut,neg,neg,neut,neut
hot shower kadang bisa,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
AC ga dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
wifi lemot,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"AC tidak dingin, remote TV rusak.",neg,neut,neut,neut,neut,neut,neut,neut,neg,neut
receptionis gak ramah sama sekali....mamyun2 dan gak mantap lah pokok nya...,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kamar banyak debu, terutama di jendela, toilet kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar 310 pintu kamar mandi nya tdak bsa di kunci, shower nya rusak, ga ada keset, dan lampu kamar ga terang.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Tdk sesuai yg ditampilkan. Air panas utk mandi tdk berfungsi, sarapan sangat minimalis, kamar berbau, saat buka kamar tdk disemprot pengharum ",neut,neg,neg,neut,neut,neut,neut,neg,neut,neut
Kebersihan kamar ditingkatkan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
air panas gak nyala. wc kurang bersih.,neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
Pas pas aja.  Penempatan ruang kurang enak. Tv nya kehalang lemari. ,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
wifinya,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Lebih ditingkatkan lagi untuk pelayanannya, sukseees terruuusss",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Ac panas dan air panas hanya sebentar saja.,neg,neg,neut,neut,neut,neut,neut,neut,neut,neut
"secara keseluruhan bagus , tapi kamar mandi kotor lalu kran berkerak agak bocor di atap kamar mandi .kasur nyaman dan okelah untuk beristirahat.",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
"Kamar oke, toilet kurang bersih wc nya dan juga gordyn mandi nya",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Kurang sopan,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kamar nyaman, bersih, aman. pelayanan sangat baik dan ramah. minus hanya AC lama dinginnya. all perfect",neg,neut,neut,neut,pos,neut,pos,neut,neut,neut
kamar mandi belum di bersihkan karena masih ada puntung rokok di dalam,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kamarnya wangi karbol yg sangat menyengat, saya curiga freon yang bocor. Tolong diperhatikan agar tidak sampai ada yg keracunan. Terimakasih #101",neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
"sangat mengecewakan. petugas yg tidak ramah, saat mau check-in tidak ada petugas",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Saya sudah request non smoking room, tapi ternyata ruangan bau rokok bahkan dikamar mandi sudah disediakan asbak. Exhaust dikamar mandi tidak berfungsi jadi kalau mau mandi harus dibuka pintu kamar mandinya. Air panas untuk mandi tidak ada. Kualitas kamar sangat mengecewakan tidak sesuai untuk hotel berbintang.",neut,neg,neg,neg,neut,neut,neut,neut,neut,neut
"pelayanan baik, kondisi kamar baik, cuma tolong diperhatikan kamar mandi agak bau dikit tapi overall puass kalau kebandung lagi insyaalloh akan kesini lagi harga murah kualitas mewah thanks airy rooms ",neut,neut,neg,pos,neut,neut,pos,neut,neut,neut
"Tidak sesuai dengan foto, tidak ada meja & air panas",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
asik dikamar ada snack gratis dan air minum kamarnya bersih nyaman cuma air hangatnya aja suka ada suka ngk jd ngk bisa dipastikan kalau mau pake air hangat . thx,neut,neg,neut,neut,pos,pos,neut,neut,neut,neut
fasilitas wi-fi kurang baik,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"kamarnya bagus, cuman tivinya perlu diperbaiki dan wcnya kurang bersih",neut,neut,neut,pos,neg,neut,neut,neut,neg,neut
recommended sih... dg harga dan fasilitas nya. cuma kyaknya selimut nya gk diganti . baunya gk fresh seperti hbs dipakai. krna sy menginap pas Hr Minggu. n Sabtu kmr full,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"Tempat strategis, pelayanan baik, fasilitas cukup baik, kebersihan masih perlu ditingkatkan. ",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"kurang bersih, tpi okelah",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar kurang bersih & ada kecoa, kamar mandi jga kotor & tidak terawat. Tolong diperbaiki lgi. trims",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Wifi tidak bisa connect, Sulit sekali mendapatkan AIRY GONDOKUSUMAN URIP SUMOHARJO 64,..Baru setelah nelpon call center ada info yang menghandle Tickle Hotel",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
suka bgt pke airy.... dihotelnya jg nyaman emg cuma sinyalnya yg susah tp playanan suka dngan harga sgtu cucp abis bsok q pake airy lg klo psan2 hotel,neut,neut,neut,neut,neut,neut,pos,neut,neut,neut
"kamarnya bersih, harum, fasilitas lengkap. mbak nya ramah, hanya saja untuk melihat TV antena nya kurang sip . semoga kedepannya lebih baik. ",neut,neut,pos,neut,pos,neut,pos,neut,neg,neut
"kamar tidur bagus, lengkap, tp kamar mandi bau.. dari pembuangan air ..",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
TV gak bisa di pakai  sinyal parabola nya lemah,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"kamarx sesuai gambar cuma lampux gak ada lampu terang yg ada cuma lampu redup, ac nya kurang dingin bahkan gak dingin , air panasx gak hidup ",neg,neg,neut,neut,neut,neut,neut,neut,neut,neut
satu hal yg terbaik dari hotel marina ini adalah kamarnya yg cukup luas dan lengkap dengan kulkas kecil didalamnya dengan harga cukup bersahabat (kalau lagi ada promo airy). tapi untuk pelayanan sama maintanance nya kurang. proses check in memakan waktu hingga 30 menit. masuk kamar ga ada handuk keset dll. rak2 dan kursi berdebu. sprei byk noda. ,neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
Staf Griya Amartha saling mengobrol berteriak di lorong di pagi buta sehingga mengganggu waktu beristirahat,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Ada semut dikamar dan tidak kedap suara, penghuni bawah merokok dan baunya terasa",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Cukup baik hanya sedang renove jadi terlihat kotor , pelayanan oke",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
tempat nya nyaman banget .. pelayanannya ramah . yang kurang air kamar Mandi nya kecil .. Dan AC nya kurang dingin,neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
"kamar bersih,  ac gak kurang dingin.. so far so good ð",pos,neut,neut,neut,pos,neut,neut,neut,neut,neut
"Hotelnya sebenarnya bagus, luas, bentuknya tiap kamar kaya bungalow sendiri2 gitu, kolam renang di blakang jg bersih hijau adem kaya digambar. tp manajemennya kaya masih baru msh berantakan. kamar masih blm siap pas jam check-in nunggu hampir sejam, sprei sama kamar mandi kotor. complimentary airy box good ada minum, alat mandi, free snacks banyak",neut,neut,neut,neut,neg,pos,neg,neut,neut,neut
"dengan harga 122.400 dapat kamar lumayan bagus. Bed Ok, AC dingin. Tingkatkan kebersihan kamar mandi, Entertainment juga perlu perbaikan, masa Tr**s TV doang yg jernih siarannya.. Mohon Plang nama Hotelnya dibuat besar dong biar gampang dikenali.. selebihnya pertahankan... ",pos,neut,neut,pos,neg,pos,neut,neut,neg,neut
"wifi tidak bisa sampai lantai 3, air galon tidak ada isinya",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
ACnya kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"AC nya kurang dingin dan kotor,banyak nyamuk dan kurang terawat kamarnya..bau kamar tidak enak smp saya beli obat semprot nyamuk dan beli pengharum ruangan.kolam renang bersih..",neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
Water heater tidak nyala & ac kurang dingin. Selebihnya pelayanan ok,neg,neg,neut,neut,neut,neut,pos,neut,neut,neut
murahhh.... cmn kirang bersih aja.. lantai msih blm keramik,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
ga ad air panas ny.  tidak sesuai dengan promosi,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
wcnya lumutan..bikin jijik,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"horor, lampunya satunya mati, bau pengap, tv nya tiba2 mati sendiri",neut,neut,neg,neut,neut,neut,neut,neut,neg,neut
"Kamar seadanya (cukup buat tidur saja, kurang nyaman), tidak ada air panas wastafel bocor. Kamar gelap (meski ada lampu)-kawasan hotel kurang bersih.",neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
"ruangnya terkesan sempit, airy hanya dapat kamar di lt 1, tidak ada jendela, tidak ada hot shower. ruko yg dijadikan hotel jadi agak boring aja dikamar terus tidak bs melihat situasi luar kamar. pelayanannya baik, wifi kencang, air mineral dr air galon (isi sendiri). hotelnya harusnya masuk ke eco bukan standard.",neut,neg,neut,neut,neut,neut,pos,neut,neut,pos
"baik, cuma wifinya mati",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"sempit, tidak terlalu bersih ... ",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar mandi bau, peralatan kamar mandi kurang maksimal kaya kamar mandi kost an, yang sangat kecewa bedcover alias selimut nya kotor dan sy sprei nya g di ganti juga sampai saya gatal gatal gak bisa tidur. iya sih harga murah lokasi strategis deket kuliner tapi g bisa tidur.  sarapan kwetiaw nya basi ",neut,neut,neg,neut,neg,neg,neut,neg,neut,neut
"gedunnya tidak ada plang berlogo Airy dan tidak ada nomornya. jam 8 malam, Saat ditanya tempat ini Airy atau bukan, petugasnya merespon dengan sangat tidak ramah... buruk sekali pelayanannya...",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Kebersihan aja lagi yg perlu ditingkatkan, kalau yg lain sudah lumayan bagus dengan harga murah..",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
"tidak ada remote tv, tidak ada air panas... menginap 2 malam tp tidak mendapat tambahan air minum di hari kedua...",neut,neg,neut,neut,neut,neg,neut,neut,neg,neut
"baik cuma buat masukkan kedepannya, kmren spreinya agak demek seperti blom kering, dengan kondisi musim hujan, menyarankan agar diperhatikan hal tersebut terima kasih",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
kebersihan perlu ditingkatkan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",neut,neut,neut,pos,neg,neg,neut,neut,neg,neut
Air wc sendat. Air sedikit handuk tidak standar hotel.  ,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Kamar mandi kotor, hotel sering buat kegiatan aneh2",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
air hangat. cuma iyu aja yang kurang.,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"lantai kotor bahkan pada saat masuk ruangan, ada hewan spt kaki seribu ukuran kecil sekali *saya ga tau apa namanya. kamar mandi kurang bersih, ada puntung rokok di kamar mandi dan peralatan d kamar mandi (shower, wastafel, kran) spt tidak di rawat.",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Dapat kamar yg jarang d huni, kotor dan ga ada fasilitas lift ......huufffttttt",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"sdh 2x ini inap di airy tp ga prnh dpt bingkisan kotak biru dari airy (complimentery) pdhl baca review tmn2 sering pd dpt. waktu nanya dari pihak hotel katanya dr airy ga prnh krm lagi, ty ke customer service airy di jwb airy ga ada gitu2an, dan percakapan lgsg di hentikan oleh customer service ats nama koko",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
sprei dan sarung bantal tidak sesuai foto..,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Ac kurang dingin ,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"kondisi kamar sangat rapi dan bersih, cuma room service nya kadang lambat merespon, makasih airyroom",neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
"lokasi dkt pantai, kamar luas,makanan enak,staf lebih ramah,kebersihan kamar dan kmr mandi mohon ditingkatkan.",neut,neut,neut,neut,neg,neut,pos,pos,neut,neut
"Overall okay, cuma klosetnya jorok, air panas kurang stabil.",neut,neg,neut,pos,neg,neut,neut,neut,neut,neut
"Sprei tidak diganti karena masih ada bau keringat penghuni sebelumnya, WC mampet tersumbat tissue, Pengelola kurang welcome dan seakan tidak suka jika kami booking via online dan bersifat ketus. Niat mau long stay tapi lebih baik batal karena pengelola sangat sinis dan tidak sopan.",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"wifi gak connect, suasana kurang tenang karna ada renovasi di lobby, kamar lebih kecil dari keliatannya,  gak ada coffee maker di kamar padahal di fotonya ada, ada lalat di kamar dan susah ngeluarinnya karna jendela cuma kaca dan gabisa dibuka. ",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
"check in di pukul 2 siang, coba wifi kamar gk connect2. Saat malam hari, bisa connect, tp lambat kali.",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"untuk pertama x saya menginap disini dgn keluarga. pengurusnya mengatakan, jikalau anak kecil kwna charge? WHY?? alasan tak logis! saya tidak akan kembali.ke hostel ini lagi. tidak ada tongsampah dikamar.atau didepan kamar. nilai plusnya fasilitas seperti dispenser microwave. kulkas bisa digunakan asalkan dirapikan kembali. overall bad. not recomme",neut,neut,neut,neg,neut,neg,neg,neut,neut,neut
nyamna dan bersih...tapi masa air panas baru dinyalain uda dingin lagi,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
"sangat2 mengecewakan, wifi mati, bising, tidak diberi selimut ",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
"Sprey,selimut dan bantal bau apek, untung bawa selimut dan bantal sendiri jadi tidak sesak pas tidur",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Makanan ringan yg disuguhkan ada yg kadaluarsa. Saya nginap 2 hari tp tdk mendapat playanan sprti hal nya menginap 2 hari. Handuk, sabun, makanan, minuman tidak di suguhkan di hari ke 2. Dan kamar terlihat berdebu. Tidak ada cermin juga di kamar. Tolong tingkatkan lagi pelayanan di tempat ini. Trimakasih",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
"Kamar tidak sesuai gambar yang di foto sangat kecil, ACnya bocor, kamarnya juga ada rembesan air dan bocor kamar mandinya kecil dan gelap dan tidak ada kesetnya, Sangat mengecewakan.",neg,neut,neut,neut,neg,neg,neut,neut,neut,neut
kurang ramah,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
dapet cemilan. emang sih tidak sebersih seperti dihanggar 21. Tetapi masih oke kok tidak jorok.,neut,neut,neut,neut,pos,pos,neut,neut,neut,neut
"Masuk pertama kemarin kamar mandi masih belum dibersihkan, masuk kamar langsung bau tidak enak, kedepannya mohon diperbaiki :)",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
Dikasi kamar di lantai 4 naik tangga gak ada lift.....handuk disediakan ukuran kecil dan bau keringat. Kebersihan lumayan.,neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
"masuk gang nya kotor, jorok, kamar nya sempit, kamar mandi kotor, AC nya lama banget dingin nya, mengecewakan, ga seperti ygdi tampilkan di foto.",neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Pelayanan sudah baik,  tapi kamar mandi tidak bersih,  ada kerak di lantai dan toiletnya..  Cangkir teh juga ada kerak bekas teh.. Sarapan kurang sebanding dg harganya..",neut,neut,neut,neut,neg,neut,pos,neg,neut,neut
"bagus, nyaman , tapi selimutnya pada rontok jadi nempel di baju, overall ok",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"AC tidak dingin, kamar mandi bau",neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Kamarnya sering dicek, soalnya kamar mandinya kadang mampet, ada kecoak, dan seprei sering diganti yaaaa",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
Untuk nginap yg kemaren tempat tidur kurang bersih.. ðð»,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
pintu kamar mandi gabisa dikunci. acnya gadingin. ada kecoanya,neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Penginapan kurang terurus, mesin air panas mati, selokan air di kamar mandi macet, remot AC eror dan gak bisa dingin, remot TV jg eror, channel TV 6-7 aja. pertama kalinya pesan di airy yang kesannya menyesal, padahal yang sudah2 baik2 aja.",neg,neg,neut,neut,neut,neut,neut,neut,neg,neut
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",pos,pos,neut,pos,neg,neg,neut,pos,neg,neut
"Kamar bersih, lumayan bgt buat harga segitu...fasilitas oc, cma tayangan saluran tvnya gak semua bersih... lampu 2x mati, tp penanganannya masih sipp la... Agak ribut jga, suara2 dr luar terdengar dikamar.",neut,neut,neut,neut,pos,neut,neut,neut,neg,neut
"tempat nya sangat bersih dan nyaman dengan pelayanan yang ramah, hanya saja air panas nya tidak mengalir. ",neut,neg,neut,neut,pos,neut,pos,neut,neut,neut
"View oke Kebersihan kurang, kamar mandi bau pesing",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
wastafel macet. kamar kurang bersih di sela lemari banyak sawang,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
