processed_text,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"Pelayanan sangatttt tidak menyenangkan dari hotel ybs. Tidak merekomendasikan airy. Dan lambat dalam pelayanan, tanpa senyum & greetings",neut,neut,neut,neg,neut,neut,neg,neut,neut,neut
pemanas airnya tidak bisa dipakai dan lama menunggu panas airnya.. lumayan nyaman sesuai harga,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Wifinya lemot but so far puas lah,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"hotelnya bagus,  viewnya keren.. tp klo udah di kamar jauh dr apa2an.. kamarnya ga ada jendela buat liat pemandangan klo lg mager..  awal check in ga ada handuk,  pas minta dianterinnya responnya agak lama.. udah dianterin handuknya udah ga layak pakai satunya dan aroma handuknya bau asap rokok.. ga ada gantungan di kmr mandi. thanks airy.. ",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
kesan menginap airy rooms eco tj duren timur jakarta barat : 1. receptionistnya kurang ramah 2. kondisi kamar kotor dan pengap 3. kondisi AC tidak dingin 4. banyak semut dan kecoa dikamar mandi 5. kotor ,neg,neut,neg,neut,neg,neut,neg,neut,neut,neut
Ac ga dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"kamar bersih dan luas,tp sayangnya  wifi nga sampai kamar",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"ada bau dari kamar mandi sampai beli pewangi ruangan sendiri,  tidak ada snackbites",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
Kamar mandi kerannya dan tempat handuk karatan. Overall okay. Bfast ayam pedasnya sangat enak sayang tadi sisa sedikit,neut,neut,neut,pos,neut,neg,neut,pos,neut,neut
"baik : keramahan pelayanan, desain bangunan yg nyaman lemah : kebersihan kamar. lantai terasa lengket. ac lambat mencapai suhu yg diinginkan",neg,neut,neut,neut,neg,neut,pos,neut,neut,neut
"(+) kamar besar, baru, bersih. hari ke 1 AC tdk dingin, tp diganti pihak homestay dgn kamar yg lain (-) tdk ada lift, wifi lambat, Breakfast cm dikasih 2 piring. sesuai dgn harganya.",neg,neut,neut,neut,pos,neut,neut,neg,neut,neg
"cukup nyaman utk keluarga, sangat strategis dgn objek wisata . kebersihan perlu di tingkatkan lagi. kamar yg sy tempati sedikit aroma tidak sedap dri kamar mandi...",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
keren tapi kamarnya bau...,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Bersih,nyaman & asri. Cuma syg prnh airnya mati setengah hari & lokasinya bkn d jalan utama",neut,neut,neut,neut,pos,neut,neut,neut,neut,neut
kamar sempit dan bau serta jorok   ,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
kamar luas & bersih tapi air panasnya tidak fungsi,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
"Semacam mimpi buruk. Resepsionis tdk ramah, tdk fleksibel, kamar blm siap sampe jam 2, tamu menunggu, listrik mati di pagi hari hampir khabisan udara di dlm, uang deposit tdk dikembalikan. Kalau butuh tip jgn begitu caranya. Sy tdk ingin kalian merasakan hal serupa, pertimbangkan matang2 sebelum memilih airy yg ini.",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
lumayan tapi bantal airy nya sedikit kotor,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Sempat merasa kurang nyaman. resepsionis sering banget ngetokin kamar.,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
tolong lebih dibersihkan lagi yaa,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"staff tidak ramah, kamar bnyk nyamuk, air mati, ac tdk dingin.  masih ada perkakas tamu sblmnya yg tdk dibersihkan dg detail",neg,neut,neut,neut,neg,neut,neg,neut,neut,neut
"toilet tidak bersih, tidak ada bathmed, kitchen wastafel kurang bersih.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"toiletnya kotor, waktu itu sy sampai dihotel jam 13:15, utk check in hrs mnggu jam 2, trus ga berapa lama mas'nya bilang hrs nggu stengah jam lg. klo mau early check in hrs bayar 50rb padahal kamar jg sdh ready... karena sdh capek perjalanan akhirnya bayar 50rb. baru kali ini dpt pngalaman kurng mnyenangkn dari hotel airy... next ga ke hotel ini lg...",neut,neut,neut,neg,neg,neut,neg,neut,neut,neut
"Wifi nya kurang stabil, overall oke, bagus dan bersih.. pelayanannya ramah dan helpfull..",neut,neut,neut,pos,pos,neut,pos,neut,neut,neg
cuma air kurang lancar dan ac kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Kamarnya bagus tapi pelayanannya tidak menyenangkan,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kamar mandi belum di bersihkan karena masih ada puntung rokok di dalam,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Hotel sangat nyaman tapi sayangnya handuk kurang bagus dan tidak ada air panas padahal seharusnya ada , overall good lah",neut,neg,neut,pos,neut,neg,neut,neut,neut,neut
"Wfi tidak bisa di access, AC bocor dan banyak semut merahnya",neg,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Biasa saja, kamar tidak terlalu luas. Kebersihan kurang, di laci ada puntung dan abu rokok.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
kamar bersih dan peralatan tersedia. pelayanan juga lumayan baik dan cepat. tempat tidur brrsih. shower tdk memadai di lantai 4 tempat saya berada air mya kecil dan tdk memadai utk mandi saat pagi  jam 5.  dan saluran air menyeluarkan bau tidk sedap di pagi hari...,neut,neut,neg,neut,pos,neut,pos,neut,neut,neut
"sarapannya perlu diganti ke prasmanan, wifi nya diaktifkan ,,tempatnya tenang jauh dari keramaian kota",neut,neut,neut,neut,neut,neut,neut,neg,neut,neg
"Pelayanan kurang baik, linen agak kotor",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
Linen (seprei dan handuk) kotor dan kusam. Kamar mandi lembab dan bau. Perlu ditambahkan pewangi ruangan.,neut,neut,neg,neut,neg,neg,neut,neut,neut,neut
"lokasi sangat baik,pelayanan oke pinggir jalan sekali. namun yg lebih ditingkatkan lagi ialah kebersihan kamar tsb. itu saja trims",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
kamarnya baik. namun toiletnya kurang bersih dan tdk ada tempat sampah dalam kamar,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
KOTOR DAN TIDAK BAGUS SERVICENYA.    KAPOK BANGET.,neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
"WiFi sepertinya tidak ada, kamar mandi kurang bersih.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neg
"pelayanan baik, ramah, hanya TV nya terlalu kecil.",neut,neut,neut,neut,neut,neut,pos,neut,neg,neut
"kamar mandi agak kotor dan bau got, pelayanan karyawan hotel bagus, tempat parkir kurang luas.",neut,neut,neg,neut,neg,neut,pos,neut,neut,neut
"secara keseluruhan oke banget. aksesibilitas mudah, dekat dg masjid dan tempat makan di Buah Batu. Sayang Kamar Mandi kurang nyaman krn pintu tdk bisa ditutup rapat mesti diganjal tissue. Dan Kamar Mandi berbau comberan. ",neut,neut,neg,pos,neut,neut,neut,neut,neut,neut
kamarnya lumayan tetapi wifi nya ga bs digunakan...,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
bagus cuma kurang bersih aja,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"U/ pelayanan airy mantap, ada free snack box di kamar. U/ hotel kecil, pengap. Butuh pengharum ruangan agar sedikit segar. Lainnya bagusâ¤ï¸",neut,neut,neg,pos,neut,pos,pos,neut,neut,neut
kamar bagus dan bersih.. wangi.. saat masuk perlengkapan airy sdh trpasang/siap...tapi kekuranganny saat cek in harus nunggu sekitar 20 mnit sambil kamar disiapkan... harusny saat cek in kamar sdh siap.. dan pelanggan siap masuk..,neut,neut,neut,neut,pos,pos,neg,neut,neut,neut
"Suasananya kurang nyaman. Untuk menginap harus deposit 300,000. tapi bisa digantikan dengan KTP. ",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
hanya kamar mandi dan wastafel banjir,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Kamar kurang bersih.,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Payah, ga ada air minum yg disediain dikamar. Snacknya juga tidak sesuai di tulisan :(",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"sangat mengecewakan. petugas yg tidak ramah, saat mau check-in tidak ada petugas",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Plus = Kamar besar, harga murah, ada kulkas, ranjang bagus. Minus= WiFi tidak bisa konek pas di kamar, saluran TV tak bagus, remote tak ada baterai. nilai 7/10",neut,neut,neut,neut,neut,neut,neut,neut,neg,neg
"nyaman, pelayanan baik, bersih. hanya saja ada beberapa fasilitas yg kurang terawat spt kotak snack yg rusak. selebihnya perfect, ingin kesana lagi. ",neut,neut,neut,pos,pos,neg,pos,neut,neut,neut
"Handuk kotor, pelayanan tidak sopan, sama sekali tidak nyaman.",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"hotelnya sempit, ac nya panas, dan listriknya tatau mati jadi mau gamau harus ganti kamar. ",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"desainnya suka bali bgt, makanan murah tapi lumayan lama sampainya, dan wc nya agak serem sih dan kotor juga wc nya pasir dimana2. pw sih tapi hotelnya buat santai2 di kursi depan",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamarnya bagus, cuman tivinya perlu diperbaiki dan wcnya kurang bersih",neut,neut,neut,pos,neg,neut,neut,neut,neg,neut
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,pos,pos,neut,neut,pos,pos,neut,neut,neg,neg
Airnya berbau,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Lantai kamar mandi licin, Tidak disediakan shower cap, Pintu kamar mandi gagangnya berat/sulit diputar khawatir tidak bisa dibuka/terkunci dari dalam, Alangkah baiknya disediakan petunjuk arah kiblat di dalam kamar.",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"interior memuaskan, pillow case sedikit apek, overall it's good",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"biasanya klu nginap di airy tersedia dlm kemasan lengkap.kebuthn MCK.....di hotel ini sisir tdk ada...AC tidak normal ruangannya panaas, Kuncinya pintu juga tdk di kasi ke saya pada hal sdh deposit 100.000 jadi klau saya kluar dan kembali k hotel petugs yg buka pintu tdk profesional.....tlg utk di perbaiki trima.",neg,neut,neut,neut,neut,neut,neg,neut,neut,neut
Dituduh mengambil remot tv dan merusak lemari. padahal kami tidak memakai lemari. Setelah dicari ketemu coba gimana ini,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
lumayan.. hanya saja kalau malam air kurang kencang dan air panasnya tidak terasa..,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Suka sama suasana tempat nya.. Cuma sayang sprei nya kurang bersih ,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"pesan kamar double bad, dpetnya twin bad.  handuk kotor. snacks di minta dlu baru di kasih. kamar lantai 3 tapi tdk ada yg membantu mengangkat koper sampai ke kamar. tidak ada lift",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
wifi kurang joss,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Untuk koneksi wiffi lebih di tingkatkan lagi ...,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
kamar mandi kurang baik n bau rokok,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"kamarnya berdebu bangeet, trus pintunya gabisa dikunci dari dalem saya panik kl tbtb ada yang masuk. kamar mandinya klosetnya jg kotor dan keliatan ga pernah di sapu dipel",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Pelayanan tidak baik, di kamar banyak semut. Saya menanyakan apakah ada semprotan nyamuk namun di respon dengan dingin dan cuek. ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Overall baik murah pelayanan prima semua fasilitas lengkap sesuai yang ditawarkan pada saat reservasi... namun, salah satu kamar dr pesanan saya yang ACnya panas. untungnya pihak hotel bersedia mindahkan kamar ke yg lebih baik... NICE airy !!!",neg,neut,neut,pos,neut,neut,pos,neut,neut,neut
pelayanan manajemen hotelnya sangat sangat buruk dan jelek,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Peayanan baik, hanya kamar mandi kurang perawatan dan selimut agak kusam",neut,neut,neut,neut,neut,neg,pos,neut,neut,neut
WiFi kurang stabil tapi untuk keseluruhan ok,neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
Snacknya tidak ada. Apakah karena saya transaksi dengan promo 50%?,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Penginapan seram, bau, kamar mandi tidak ada air panas, tidak ada keran di toilet, lift mati, resepsionis kurang ramah, tidak sesuai dengan deskripsi.",neut,neg,neg,neut,neut,neut,neg,neut,neut,neut
"Lumayan yg penting bisa buat istirahat,cuma kamar mandinya masih kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
seprainya dn handuknya kotor. lantainya kurang bersih. gaada sofanya sprti digambar.,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Yang dikasih hanya kamar biasa bukan Airy Room, sudah di komplain tapi tidak di respon",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
agak bau rokok :),neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"View oke Kebersihan kurang, kamar mandi bau pesing",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"resepsionis yang kurang ramah, dan bantal yg ada tulisan airynya kotor banget",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"tempat bersih, lampu kamar kurang terang, bed cover nampak kotor / lusuh. pelayanan baik. tissue roll di bath room jamuran / bekas basah.",neut,neut,neut,neut,pos,neg,pos,neut,neut,neut
SO BAD ! kamar nya jorok bgt.. bnyak srng laba2..kmr mndi gk d ksih tissue toilet gk ada keset. chek,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
Wangi Kamar Perlu Ditingkatkab lagi,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
kamar nya enak dan luas. WiFi kencang. cuma gak dpt kotak makanan seperti khas airy yg lain .,neut,neut,neut,neut,neut,neg,neut,neut,neut,pos
"alhamdulillah nyaman,..cuma ac mungkin perlu rajin di cek dan service,..suaranya agak keras dan kurang dingin... overall ok",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
air panas tidak berfungsi,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"lumayan twrjangkau, putaran air keran nya kadang panas kadang dingin :)",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"fasilitas kurang karyawan gak ramah gk dpt snack pdhl seharusny dpt, peralatan mandi berbeda dgn hotel airy yg lain gk sesuai ac gk dingin kamar gelap",neg,neut,neut,neut,neut,neg,neg,neut,neut,neut
"wife mati, lupa dikasih selimut, air panas sedikit doang. ac jg gk memuaskan, nyari petugasnya jg susah ",neg,neg,neut,neut,neut,neg,neg,neut,neut,neg
semoga kebersihan kamar mandinya lebih di tingkatkan ya... selebihnya memuaskan.. tetap dingin walau gak pake AC.. manthab... terimakasih.. ,neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
cukup nyaman tapi.ruangannya terlalu kecil.. tidak ada jendela. kamar mandi agak bau. air panas tidak terasa,neut,neg,neg,neut,neut,neut,neut,neut,neut,neut
no good. selimutnya and spreynya tdk bersih.  bau keringat bekas pakai penghuni sebelumnya. badan jadi gatal2 setelah nginap di hotel tersebut.,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
nyaman enak tp wifi nya g lancar.....,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
bagus kamar agak lembab kamar mandi sedikit kutang terawat ada injil didalamnya utk yg muslim jgn terkejut makanan insha Allah halal,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
sedikit kecewa. pelayanan nya kurang baik dari sebelum nya. dan airysunrisemeal nya kurang lengkap ,neut,neut,neut,neut,neut,neut,neg,neg,neut,neut
"senang didlm kamar ternyata ada Snack, kamar nyaman, hanya saja gambar ditelevisi tidak ada yg bagus, colokan usb tidak berfungsi. sarapannya enak",neut,neut,neut,neut,neut,pos,neut,pos,neg,neut
"Pelayanannya cukup baik , channel tvnya kadang erorr ",neut,neut,neut,neut,neut,neut,pos,neut,neg,neut
servicenya ok..pegawainya ramah..pemandangan ok view ok..cuman air panas buat mandinya kadang panas kadang engga..all in mantap lah.. tingkatkan lg..,neut,neg,neut,pos,neut,neut,pos,neut,neut,neut
Wifi nya nda aktif,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Dari Kamar nya bagus banget. Sayang pelayan nya agak lama ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Untuk TV kabelnya banyak yang tidak bisa channel nya ðð,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
saluran channel tv diperbaiki dan wifinya lambat,neut,neut,neut,neut,neut,neut,neut,neut,neg,neg
"wifi tidak bisa sampai lantai 3, air galon tidak ada isinya",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
kamar luas dan lengkap. hanya tv nya masih tv tabung dan siaran lokal saja.,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
kamar mandinya sempit dan bau pesing,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
Karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan.,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
tidak ada selimut. kamar mandi kotor,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"cukup baik, pelayanan ramah, cuman sprei agak kotor dan lantai nya sedikit lengket...",neut,neut,neut,neut,neg,neg,pos,neut,neut,neut
Air wc sendat. Air sedikit handuk tidak standar hotel.  ,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
kemaren kunci nya rusak jd kalo masuksusah buka nya dan wc nya kemaren agak kotor,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"tempatnya bagus, tapi kamarnya jauh dari sinyal wifi ",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
tvnya masih tv nasional dan banyak chanel yg ga nangkep. wifi juga cuma diloby.,neut,neut,neut,neut,neut,neut,neut,neut,neg,neg
Kamar bersih dan nyaman. cuman sayang air panasnya mati dan mohon untuk memberikan petunjuk arah kiblat agar memudahkan muslim menjalankan sholat. Selebihnya good service.. thanks airy ð ,neut,neg,neut,pos,pos,neut,neut,neut,neut,neut
"yang kali ini kecewa, kamar byk nyamuk, gak dpt peralatan mandi, sm snack compliment sprti biasa. smg bs diperbaiki lagi",neut,neut,neut,neg,neut,neg,neut,neut,neut,neut
"tolong untuk spreinya gnti, karna byk lubng2 bekas rokok, dan sediakn kastok baju serta petunjuk arah kiblatnya",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Maaf toilet bau. Kamar tidak di semprot pengharum. Bantal airy banyak bercak putih,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
Kamar bersih ac dingin pelayannya ramah tapi yang kurang air panas kurang berfungsi halaman asri ,pos,neg,neut,neut,pos,neut,pos,neut,neut,neut
Pintu toilet rusak dan pelayanan karyawan kurang ramah ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Wifi lemot, tidak ada air panas, dan kamar mandi kurang bersih",neut,neg,neut,neut,neg,neut,neut,neut,neut,neg
"semuanya baik, kecuali pemasangan TV, posisi gak tepat. masak TV didepan lemari.",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
tidak sesuai yang difoto .. snack ngga ada terus ada nyamuk,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"semuanya bagus sesuai profile,dan harga promo untuk suite nya jg sangat murah..komplain cuma water heater yg kamar saya tidak keluar dan air keluar kecil",neut,neg,neut,pos,neut,neut,neut,neut,neut,neut
"AC ga dingin, kamar kurang terang, sehingga seperti agak kotor. Tp untuk harga segitu, termasuk oke. Lokasi strategis, ada waterheater",neg,pos,neut,neut,neg,neut,neut,neut,neut,neut
"bersih dan rapi,, cuma gak dpt snack,, biasanya dapat snack di kamar",neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
Tidak ada air panas dan sarapan,neut,neg,neut,neut,neut,neut,neut,neg,neut,neut
kamar sangat kotor kamar mandi kotor berdebu banyak bgt baru 10 menit di kamar langsung pindah hotel,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Air panas tidak ada,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Hotel kurang maintenance, sprei tidak di ganti jadi nya bau. Wifi lemot. Kamar rata2 bau rokok padahal saya minta no smoking room. Makanan lumayan lah.",neut,neut,neg,neut,neut,neg,neut,pos,neut,neut
"Kamar bersih, lumayan bgt buat harga segitu...fasilitas oc, cma tayangan saluran tvnya gak semua bersih... lampu 2x mati, tp penanganannya masih sipp la... Agak ribut jga, suara2 dr luar terdengar dikamar.",neut,neut,neut,neut,pos,neut,neut,neut,neg,neut
"Kualitas tempat baik & bersih, hanya yang perlu dibenahi wifi nya. Soalnya sinyal hape disini jelek",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
susah terhubung wifi di lantai 3. petugas hotel ramah..,neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
"ruang kamar sdh bersih, fasilitas di kamar mandi oke bgt, cuma WiFi nya lemot bgt, dan air mineral tdk tersedia di kamar",neut,neut,neut,neut,pos,neg,neut,neut,neut,neg
kamarnya nyaman..bersih..wangi...tolong jaringan wifi di perkencang..kl dlm kamar srg putus2..terimakasih ,neut,neut,pos,neut,neg,neut,neut,neut,neut,neg
"Dapat kamar yg jarang d huni, kotor dan ga ada fasilitas lift ......huufffttttt",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"kamar bersih walau hotel lama,wifi parah,makanan tidak ada variasi tapi rasa oke.posisi yang strategis kemana2",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"menurut saya hal yang paling menonjol di sini yaitu wifi yang super duper ngebut, lancar jaya. bed empuk sprei bersih. handuk wangi, tempat bersih, kecuali toilet sedikit kotor namun tidak jadi masalah. saluran telivisi masih sedikit. AC-nya tidak berasa. penilaian ptibadi saya 8,5/10",neg,neut,neut,neut,pos,pos,neut,neut,neg,pos
"berkesan: harganya super murah, kolam renang bersih... suram: air krannya bau, beddingnya sudah kusam, ac reyot, selimut tipis, ada suara2 di tengah malam dari langit2...",neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
"kamar nya enak smuanya bagus,tp udh 2hari ini pasti deh wifinya mati..pdhal saya udh sering nginep dsni dan yg saya suka dari hotel ini wifinya gk lemot..",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Kurang bersih... tv nya rusak semua...,neut,neut,neut,neut,neg,neut,neut,neut,neg,neut
"ac-nya sdh tdk layak lagi,ruangan kamar kurang penerangan..selain itu sdh ckup baik",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"Bagus, suasana enak, strategis juga, cuman wifinya kurang lancar sama flush air kamar mandinya agak ngadat.",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"murah dan nyaman. dekat kampus, banyak makanan. minusnya shower nya suka error, mending ganti model yang biasa saja.. berat juga kepala shower nya.. minus kedua wifi tidak masuk kamar.",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"tempat bersih nyaman, cuman wifi sangat sangat lemot banget, makasih",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"Hotelnya bagus sih, cuma kedapetan kamar yang AC-nya panas banget, gak dingin. ",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Ruangan cukup nyaman. Standar Airyroom lah. namun ada beberapa kekurangan seperti colokan sedikit, WiFi mati, air agak bau, Tidak ada gantungan baju di kamar mandi.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
"Kloset rusak, disuruh perbaiki tetap saja rusak, kamar mandi bau pesing, pokoknya semua masalah ada pada toilet, shower macet, pokok nya parah deh...!! Jangan murah tapi murahan banget kasian yang nginap.",neut,neut,neg,neg,neut,neut,neut,neut,neut,neut
toilets kotor n g jln pool kotor sekli kayak kolam ikan wifi g ada tlp g bs d pakek all is bad,neut,neut,neut,neut,neg,neut,neut,neut,neut,neg
semua fasilitas OK. Makanan jg enak. Yg kurang hanya WiFi yg Tidak sampai ke room.,neut,neut,neut,neut,neut,neut,neut,pos,neut,neg
bagus bersih wifi lemot anduk bau itu saja yg d benahi selebihnya nyaman saja,neut,neut,neut,pos,neut,neg,neut,neut,neut,neg
bagus cuma wifi tidak bisa dan kamar mandi agak sedikit kotor.  breakfastnya enak sekaliiiiii,neut,neut,neut,neut,neg,neut,neut,pos,neut,neg
kamar bersih nyaman..namun kurang sesuai dengan penawaran fasilitasnya..ac mati..wifi tidak bisa conect..dan kamarnya terlalu sempit..,neg,neut,neut,neut,pos,neut,neut,neut,neut,neg
"wifi tidak hidup, airnya bau, pelayanan kurang baik, mirip ngekost",neut,neut,neut,neut,neut,neut,neg,neut,neut,neg
