processed_text,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"bedsheet kotor penuh noda, tampak seperti tidak pernah dicuci. handuk putih sudah menguning. bantal (selain biru kotak merk airy) tidak disarung. kesan: kotor!",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
air hangat. cuma iyu aja yang kurang.,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Menginap di city icon memberikan pengalaman berbeda, saya menginap di kamar 306. Kondisi kamar cukup nyaman namun ada yg harus dibenahi yaitu : 1. Posisi tv. Seharusnya tv ditempatkan di tembok disebelah kamar mandi sehingga posisi untuk menonton dari kasur lurus. 2. Stop kontak perlu untuk ditambah 1 lagi agar charge handphone bisa langsung 2.",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"Makanan , bisa di variasikan lagi saja masakannya. Karena terlalu sederhana, dan tidak sesuai dengan harga yang saya bayarkan untuk menginap disana. Terima kasih.",neut,neut,neut,neut,neut,neut,neut,neg,neut,neut
"Kecewa sama pelayanannya, di aplikasi jam chek in jam 2 tpi pas sampe sana jam 2 blm bisa chek in dengan alasan tertentu Masih ada lagi kamarnya yg kotor sprei yg sperti blm dicuci, lantai kamar yg ada ceceran air pas pertama kali masuk trs yg parahnya sama sekali gak ada peralatan mandi sama sekali seperti handuk pasta gigi sabun dll  Harga murah tp mengecewakan",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
Pertama datang saya dikasih kamar yg buat berdua padahal saya memesan kamar yg untuk berempat dan tdk ada desain nya airyroom di kamar dan tdk dapat snack kalo tidak di komplain pokok nya kecewa menginap disini,neut,neut,neut,neg,neut,neg,neg,neut,neut,neut
wifi suka error,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Plus, kamar bersih, tempat tidur yang cukup empuk.pelayanannya cukup bagus. Minus, kamar banyak nyamuknya dan toilet penuh kecoa.",neut,neut,neut,neut,neg_pos,pos,pos,neut,neut,neut
Overall baik. Tapi AC kurang dingin.,neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"Saya pesan yg twin bedroom. Di kasih yg single. Ada, 2 air mineral. Tapi biasanya ada Snack, tadi gak ada. Soalnya sebelumnya saya sudah 2 kali pesan @iry ada Snack nya ^^. Tp, thx buat numpang tidurnya yaaa",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
wastafel macet. kamar kurang bersih di sela lemari banyak sawang,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kmr sie OK.., tp g ad air panas, toilet ny g ad tutup ny",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Untuk ditingkatkan kembali kebersihannya,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Kebersihan kamar diperhatikan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"tidak jadi menginap, waktu datang pintu gerbang tertutup rapat, ditekan belnya ndak ada yg membuka ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"staff semua ramah dan baik.  namun lokasi sangat jauh harga terlalu mahal untuk fasilitas yg minim no wifi di kamar,  sarapan hanya nasi goreng, banyak nyamuk",neut,neut,neut,neut,neut,neut,pos,neg,neut,neg
"kamar bersih, layanan memuaskan tapi pas wifi error, semoga cepat diperbaiki",neut,neut,neut,neut,pos,neut,pos,neut,neut,neg
"untuk pertama x saya menginap disini dgn keluarga. pengurusnya mengatakan, jikalau anak kecil kwna charge? WHY?? alasan tak logis! saya tidak akan kembali.ke hostel ini lagi. tidak ada tongsampah dikamar.atau didepan kamar. nilai plusnya fasilitas seperti dispenser microwave. kulkas bisa digunakan asalkan dirapikan kembali. overall bad. not recomme",neut,neut,neut,neg,neut,neg,neg,neut,neut,neut
"Murat, lumayan laah tapi banyak kecoa kecil kamarnya, dan selimutnya kurang bersih banyak bercaknya",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"kamar cukup luas dan lokasi strategis dkt dengan kampus, mall, tempag makan tapi kamar mandi kotor d",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Oke. Sayang sinyal wifi di kamar atas jelek,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"AC tidak panas,  dinding kamar ada rembesan bocor air jd kamar lembab dan penerangannya kamar tdk terang tapi remang remang",pos,neut,neg,neut,neut,neut,neut,neut,neut,neut
kamar tidak bersih,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Buruk. Siaran TV Hanya 6 Chanel, view jendela tidak ada, lobby dan area masuk menuju lift berantakan, kunci pintu masih manual. Tidak sesuai dengan foto.",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
kamar bau cat dan kamar mandi bau tidak sedap :(,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
kamar panas... lantai kamar kotor peralatan housekeping di letak di lorong hotel,neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
Gak ada air panas sempit pokoknya biasa bangett,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Kamar bau, selimut dan handuk kusam. Staffnya gak ramah. Kamar tdk sesuai ekspektasi, sempit dan pengap. Breakfast kayak makanan untuk kucing, jd cari sarapan di luar. Untuk harga segitu, gak worth it.",neut,neut,neg,neut,neut,neg,neg,neg,neut,neut
"Tempat strategis dipusat kota, tp kok gak dpt snack ya? Trus ada bau asap rokok",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"Baik jaringan internet perlu ditingkatkan, lampu kamar mandi dan ruangan perlu ditingkatkan, air minum dalam kamar sebaiknya ukuran 1,5 Liter, sarung bantal perlu diganti karena sudah bercak kuning",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
Pas pas aja.  Penempatan ruang kurang enak. Tv nya kehalang lemari. ,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
saya menginap semalam saja. tv rusak. lampu kamar mandi mati. sisanya ok,neut,neut,neut,pos,neut,neut,neut,neut,neg,neut
hanya kamarnya bau rokok dan air kamar mandi bocor ke kamar serta AC kurang dingin. Maaf komplain supaya dijaga kualitasnya,neg,neut,neg,neut,neg,neut,neut,neut,neut,neut
ranjang dan bantal bau apek,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Ada kecoa di kamar mandi, AC kurang dingin, air panas malam hari tdk nyala",neg,neg,neut,neut,neg,neut,neut,neut,neut,neut
"Acnya kurang dingin, wifi juga gak ada:( ",neg,neut,neut,neut,neut,neut,neut,neut,neut,neg
"hotel bagus, cm air hangat tidak bisa",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
hanya saja air showernya...ngk panas.....dingin....,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
airnya bau banget.. lantai kotor tidak bisa dibuat solat,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar bau dari selokan kamar mandi,banyak nyamuknya,pagi air utk mandi sangat kecil jadi hrs nunggu agak siang utk mandi.",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"AC NYA KURANG TERASA, KAMAR BOCOR, PETUGASNYA KURANG SIGAP DALAM PELAYANAN,KAMAR MANDI KURANG BERSIH  ",neg,neut,neut,neut,neg,neut,neg,neut,neut,neut
"Pelayanan tidak memuaskan, makanan habis pas sahur, kamar 2 hari tidak dibersihkan, receptionist tidak sopan dan menjangkelkan",neut,neut,neut,neut,neg,neut,neg,neg,neut,neut
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",neg,neut,neut,neut,neg,neut,neg,neut,neut,neut
"oke sih, cuma fasilitas air minumnya aja agak dperhatikan, soalnya ada dispenser yang galonnya tidak di ganti2. ",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"(+) kamar cukup luas, staff ramah, sarapan enak meski hanya 1 macam (-) air kamar Mandi yg baunya tidak enak",neut,neut,neg,neut,neut,neut,pos,pos,neut,neut
tidak ada wifi di kamar kamar tidak kedap suara parkir susah akses dari jalan raya terlalu masuk k,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
pelayanan nya kurang baik . tempat nya udah oke bagus bersih ..,neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
"breakfast enak, tempat bagus, tapi saat tidur tiba2 ada orang yg membuka pintu kamar padahal saya sedang tidur dan kamar dikunci. entah itu tamu lain atau petugas .mohon diperhatikan lagi .",neut,neut,neut,neut,neut,neut,neg,pos,neut,neut
"Kamar nya lumayan, wifi nya gak nyampe sampai kamar saya, kamar mandi bau, jorok ",neut,neut,neg,neut,neg,neut,neut,neut,neut,neg
ga di kasih peralatan mandi (kecuali handuk ada). ga di kasih air mineral juga.. ga ada wifi.. Selain itu OK ,neut,neut,neut,pos,neut,neg,neut,neut,neut,neg
"Hotel nyaman, tapi sayang yg ngejagain pergi-pergian mulu. terus kamar mandi ga bersih",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
"Menyenangkan, lokasi dekat ke berbagai resto & tempat makanan (KFC, Richeese, Pizza Hut, dll), dekat Indomaret, parkiran oke. Sayang terakhir ke sana, wifi sedang bemasalah...",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Lantai kamar mandi licin, Tidak disediakan shower cap, Pintu kamar mandi gagangnya berat/sulit diputar khawatir tidak bisa dibuka/terkunci dari dalam, Alangkah baiknya disediakan petunjuk arah kiblat di dalam kamar.",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"cukup baik...waktu pertama masuk kamar, kamarnya bau....shower air panas tidak berfungai...padahal sudah panggil petugas...",neut,neg,neg,neut,neut,neut,neut,neut,neut,neut
"Wifinya payah, breakfeastnya payah, water dispensernya rusak tamu tidak bs membuat teh atw kopi sndri,pelayanannya lumayan. kamar bersih hanya tempat sampah & keset kakinya perlu diperhatikan kebersihanx. overall masih banyak kekurangan & perlu banyak perbaikan.",neut,neut,neut,neg,pos,neut,pos,neg,neut,neg
"complimentary nya tidak sesuai, disebutkan 2 noodle, 2 fresh milk dan 2 snack tapi kenyataannya semuanya snack seribuan 6pcs. colokan utk air panasnya rusak. kulkas kurang dingin. wifinya lambat bgt, hot water kurang berfungsi airnya masih terasa dingin. utk kebersihan bed, room, kamar mandi ok.",neut,neg,neut,neut,pos,neg,neut,neut,neut,neg
Wifi nya jeleeeeeeeek,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"bau toilet menyengat, sampai tercium saat tidur. ",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Nyamuk banyak sekali,berisik,kamar tidak sesuai gambar,cuma di sediakan sabun batangan,kasur kotor,lantai kaya ada rumah semut dan selimut kecil dan tipis.",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
Kamarnya bagus tapi pelayanannya tidak menyenangkan,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kamar bagus dan jangkauannya mudah, untuk fasilitas dikamar di tingkatkan seperti televisi dan penggunaan remot kontrolnya tidak berfungsi dengan baik.",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
kamar nya agak kotor + gelap lantai nya seperti tidak pernah di pel,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Hotel bersih, pegawai ramah, kolam renang walaupun kecil tp sangat bersih Tp syg ketika sy dtg wifi tidak bisa connect sampai kamar Pdhl sy memilih airy krna ada jaminan fasilitas wifi di setiap kamar ny",neut,neut,neut,neut,pos,neut,pos,neut,neut,neg
"resepsionisnya tidak available 24 hours. Saya check in pukul 4, tidak ada resepsionisnya. Setelah menelfon dan menunggu baru dia keluar. Ketik check out juga saya harus menunggu 30 menit lebih untuk dilayani. Sekitar tempat resepsionis banyak kucing dan bau busuk. keadaan depan penginapan tidak seperti yang di internet.",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Kamar bersih. Walaupun ada sesuatu di kloset. ð¬ Yg jaga sedikit banget senyumnya. Tapi nyamaaan banget kamarnya. ,neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
lokasi strategis.. sarung bantal dan sprei bau.. handuk lusuh,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"yang paling berkesan adalah suasana elegant di kamar trsebt  sehingga membuat nyaman untk bermlam yang harus di perbaiki keadaan AC , karna terjadi kebocoran air AC di kamar yang saya tempati",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"Kamar bersih dan nyaman, sarapan minimalis, cuma 1 menu, air panas tidak berfungsi",neut,neg,neut,neut,pos,neut,neut,neg,neut,neut
kamar cukup nyaman walaupun dpt kamar lt 5 dan tidak ada lift... pedugas yg cowok agak jutek..konfirmasi earlu cek in tp sampai di penginapan tyt tdk bs,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kamar rapih 'cuman air y kecil sama Ac y kurang dinggin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Pelayannya tidak ramah , kalau ada tamu tidak dituntun untuk ke kamarnya . Masa kita bayar tapi mere",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Sinyal hp jelek. wifi juga terbatas,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
kurang bersih aja,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Pelayanan saat check-in sangat tidak ramah, nasi goreng nya hangus, telur dadar kok bisa yaa tipis gitu.. tidak ada sendal, sprei dan sarung bantal kotor...",neut,neut,neut,neut,neut,neg,neg,neg,neut,neut
"AC mati, tidak ada keset, pelayanan kurang",neg,neut,neut,neut,neut,neut,neg,neut,neut,neut
"tempatnya bersih dah bagus, hanya pelayanannya kurang ramah",neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
lebih dijaga kebersihannya trims,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"sarung bantal, seprai dan selimutnya tidak lagi putih...trus dindingnya sdh banyak lumut..yg lain, ok..",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
air panas rusak... banyak bercak noda di sprei.. dan di bangku,neut,neg,neut,neut,neg,neg,neut,neut,neut,neut
"Pelayanan di Airy Room Eco Pasteur Cipedes Tengah 195 : 1. Receptionis kurang ramah saat check in. 2. Air panas kecil. 3. Channel pada tv sedikit. 4. Kasur kurang nyaman, 5. Selimbut tipis padahal suhu di Pasteur dingin. 6. Saat check out harus cari-cari penjaga office utk menyerahkan kunci, tidak ada yang jaga di receptionis.",neut,neg,neut,neut,neut,neg,neg,neut,neg,neut
"Kalo itinerary ke seputaran Seminyak, tempat nya OK dan relatif deket kmn2. Kamar mandi perlu ditingkatkan kebersihan nya, selain itu OK ",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"semuanya baik, kecuali pemasangan TV, posisi gak tepat. masak TV didepan lemari.",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"toiletnya kotor, waktu itu sy sampai dihotel jam 13:15, utk check in hrs mnggu jam 2, trus ga berapa lama mas'nya bilang hrs nggu stengah jam lg. klo mau early check in hrs bayar 50rb padahal kamar jg sdh ready... karena sdh capek perjalanan akhirnya bayar 50rb. baru kali ini dpt pngalaman kurng mnyenangkn dari hotel airy... next ga ke hotel ini lg...",neut,neut,neut,neg,neg,neut,neg,neut,neut,neut
"Tv kabel tidak jelas saluran nya, perlengkapan kamar kurang, kebersihan kamar kurang",neut,neut,neut,neut,neg,neg,neut,neut,neg,neut
"wifi tidak bisa sampai lantai 3, air galon tidak ada isinya",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
kamar jarang dibersihin,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
wcnya lumutan..bikin jijik,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
ac dan wifi kamar sering error,neg,neut,neut,neut,neut,neut,neut,neut,neut,neg
Kamar kurang bersih.,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"nyesel nginep di sini , order lewat airyroom tapi ngak dapat fasilitas airyroom sama sekali, ngecewain banget cekin juga harus nunggu 15menit , parkiran sempit cs jutek ngecewain lah intinya ",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
Tidak ad air panasnya ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"tak sesuai espektasi, kamar sempit, pintu kamar mandi rusak, cek in menunggu terlalu lama, malam suara berisik dr atap kamar, tidak nyaman",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"pelayanan baik, kondisi kamar baik, cuma tolong diperhatikan kamar mandi agak bau dikit tapi overall puass kalau kebandung lagi insyaalloh akan kesini lagi harga murah kualitas mewah thanks airy rooms ",neut,neut,neg,pos,neut,neut,pos,neut,neut,neut
"lumayan, tapi air panas nya ga hidup",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
free snack + sabun / shampoo airy gak ada... AC nya juga bocor air nya keluar di dlm ruangan... semoga di perbaiki tempat dan kinerjanya dimana hak buat konsumen...,neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Overall sesuai harga, cuma kok sekarang sudah tidak ada cemilan lagi.",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
acnya tidak dingin dan tidak ada tissunya sama laundrynya kebetulan troble jadi handuknya cuman dapat 1,neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
bagus tpi wifi tidak dapat d gunakan,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Sebaiknya sarung bantal dan spreinya diberi aroma harum.. agar tidak bau!!! ,neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"Awal Check-in sy sudah kecewa krn kamar agak kotor dan tidak tersedia tissue dan keset. Benar saja, ",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"pelayannya kurang sopan, tertawa terbahak bahak dan menatap remeh tamu",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kamar panas meski ada ac, proses check in tidak lancar karena bertepatan dg penjaga penginapan sedang tidak ada di rumah. ",neg,neut,neut,neut,neut,neut,neg,neut,neut,neut
Airy nya bagus cuman hotel gajah mada nya yg tua dan kamar mandi bau serta banyak berdebu. Jadi tida,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"Pelayanan lama, not such a nice service and place. So worth the price",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"AC tidak dingin, remote TV rusak.",neg,neut,neut,neut,neut,neut,neut,neut,neg,neut
Nyaman letaknya di tengah kota cuman wifinya pake wifiid ð,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Wi-Fi nya tidak konek... Jaringan internetnya lemot,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"AC panas, front desk tidak ramah, kasur banyak pasir, bau rokok.",neg,neut,neg,neut,neg,neut,neg,neut,neut,neut
ac panas sampe narik kasur k ruang tv kulkas jg gg dingin teko listrik ga panas,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Hotel sangat nyaman tapi sayangnya handuk kurang bagus dan tidak ada air panas padahal seharusnya ada , overall good lah",neut,neg,neut,pos,neut,neg,neut,neut,neut,neut
Lokasi bagus. Check in lancar. Bedsheet kurang bersih,neut,neut,neut,neut,neut,neg,pos,neut,neut,neut
"Alat Mandi, lemari, TV rusak ...tidak bisa dipakai",neut,neut,neut,neut,neut,neg,neut,neut,neg,neut
"AC nya panas dan tidak dingin, dan juga kurang bersih",neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Overall oke, cuma overpriced sama keliatan kaya udah lama gitu, ada beberapa debu, sama nyamuk serin",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
servicenya ok..pegawainya ramah..pemandangan ok view ok..cuman air panas buat mandinya kadang panas kadang engga..all in mantap lah.. tingkatkan lg..,neut,neg,neut,pos,neut,neut,pos,neut,neut,neut
"Lampunya kurang terang, tidak ada keset di depn toilet. Tapi overall ok",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"Kamar bagus,rapi,bersih dan wangi tapi sayang kamar yang saya tempati ac nya tdk dingin dan air panas nya juga makannya tidak enak dan porsi nya sudah di takar",neg,neg,pos,neut,pos,neut,neut,neg,neut,neut
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",pos,pos,neut,pos,neg,neg,neut,pos,neg,neut
very nice..tapi bnyk rambut,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Service really bad Air tiba2 mati.. kamar g dbersihin breakfast still ok sayangnya pelayanan nya not good,neut,neg,neut,neut,neg,neut,neg,pos,neut,neut
air panas gak nyala. wc kurang bersih.,neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
kamar bersih namun air panas tidak teesedia,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
"kamar mandi bau, peralatan kamar mandi kurang maksimal kaya kamar mandi kost an, yang sangat kecewa bedcover alias selimut nya kotor dan sy sprei nya g di ganti juga sampai saya gatal gatal gak bisa tidur. iya sih harga murah lokasi strategis deket kuliner tapi g bisa tidur.  sarapan kwetiaw nya basi ",neut,neut,neg,neut,neg,neg,neut,neg,neut,neut
"Air panasnya nyalanya malem. Sy psn 2 kamar, di kamar mandi satunya ada kecoa, seprei agak kotor, bantalnya udh kotor banget butuh diganti, waktu check out resepsionisnya sambil angkat tlp, saya kasih kunci gak ada ngmg apa2 termasuk terimakasih/selamat jalan seperti yg seharusnya.",neut,neg,neut,neut,neg,neg,neg,neut,neut,neut
"Wifi tidak bisa connect, Sulit sekali mendapatkan AIRY GONDOKUSUMAN URIP SUMOHARJO 64,..Baru setelah nelpon call center ada info yang menghandle Tickle Hotel",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Pelayanannya super ramah, hanya kamar mandi sedikit kurang bersih, kalau kamar oke, besar dan bersih, recommended",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"alamat hotel sulit di temukan,  di waze pun tdk terdeteksi. ac tidak dingin, jendela rusak. tapi pelayanan nya ramah2 dan ganteng2 :)",neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
"sdh 2x ini inap di airy tp ga prnh dpt bingkisan kotak biru dari airy (complimentery) pdhl baca review tmn2 sering pd dpt. waktu nanya dari pihak hotel katanya dr airy ga prnh krm lagi, ty ke customer service airy di jwb airy ga ada gitu2an, dan percakapan lgsg di hentikan oleh customer service ats nama koko",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
Air panas ga ada sih wkt aku nginap,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Live like home. Punya ruang tengah buat jamu teman atau sekedar santai keluarga.. sayang di dlm kamar di dpn tempat tidur tidak ada tv.. jadi mau sambil tiduran tdk bisa, sementara sofa ruang tengah hanya cukup dua orang duduk tpi g bs tiduran..",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"ok lah...,,, bisa dijdikan pilihan ð tpi hot showernya gk ada kamar laen kli yaak",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
kasurnya berdebu,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
airnya asin dan kamar kurang bersih tapi pelayanan oke,neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
baikk... tapii air panasnya perlu sangat diperbaiki...,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"AC nggak dingin, lampu kurang terang",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
ACnya ga dingin. semoga diperbaiki utk ke depannya..,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Fasilitas air panas disediakan ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"kamar mandi nya sedikit bau, selebihnya memuaskan. ",neut,neut,neg,pos,neut,neut,neut,neut,neut,neut
Tidak ada wifi gratis sampai di kamar saya. Terima kasih.,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
nyamna dan bersih...tapi masa air panas baru dinyalain uda dingin lagi,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
"air kmar mandi nya agak kuning & berbau,  d'kmar tidur nya jg kaya bau tai kucing.... ",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"WiFi sepertinya tidak ada, kamar mandi kurang bersih.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neg
"Receptionist ramah,  kamar luas, ac dingin perlengkapan ala @Airyroom di sediakan kekurangannya: bed lamp,  room line,  tdk berfungsi,  chanel tv putus sambung,  pilihan terbatas, kebersihan hotel kurang sekali,  terutama kamar mandi pool spt tidak tersentuh dibiarkan kotor. ",pos,neut,neut,neut,neg,pos,pos,neut,neg,neut
