Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 bang bong bang bong lupa ya sudah hampir 4 tahun presidenmu dari kelompok cebong sudah 4 tahun nikmati kemajuan pembangunan cebong kecuali anda keturunan onta warga negara jasirah sana ,1,1,1,0,0,0,0,0,1,1,0,0
kenapa pemerintah korea utara melegalkan ganja karena pemerintahannya diktator komunis di legal in biar rakyat tidak memusingkan pemimpinnya,1,0,1,0,0,0,0,0,1,1,0,0
tidak mengenakan jilbab komunis knalpot hanya pakai saringan bapak sebagai orang nu seharusnya dapat juga mulutnya punya saringan,1,0,1,0,1,0,0,0,0,1,0,0
lalu kami tak cuma memberi bagi atlet dan pengurus saja namun juga penonton super er dari negara asing yang jadi tamu tamu kita ujar bambang di jaka a senin 2 7 2018 ayo indonesia asian games kita,0,0,0,0,0,0,0,0,0,0,0,0
 dasar ulama cebong ,1,1,1,0,0,0,0,0,1,1,0,0
usir cina pak ai komunis indonesia dari negara kesatuan republik indonesia,1,0,0,1,0,1,0,0,0,0,0,1
sudah nyata itu anies sandi yang terlibat saracen ,1,0,0,1,0,0,0,0,1,0,1,0
awas provokasi jokowi disebut antek cina dan anti islam,1,0,1,0,0,1,0,0,0,1,0,0
anda masih salat berkiblat ke negeri kepunyaan orang arab bagaimana anda menyuruh dai bicara kebangsaan pak lukman ,1,0,1,0,0,0,0,0,1,1,0,0
 dipaksa layani kontol dosen dan dan ,0,1,0,0,0,0,0,0,0,0,0,0
saya menemukan tulisan ini banking for non bank urusan bank di indonesia sebagai urat nadi ekonomi adalah masalah yang bikin mengurut dada sedih kesal menahan marah saya tidak salahkan profesional perbankan mereka ,0,0,0,0,0,0,0,0,0,0,0,0
pengkhianatan undang undang dasar 45 angket itu harus nya kesini lebih mengena lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
kalau umat islam tidak toleran umat kristiani buddha rindu cina dan sebagainya itu pasti sudah kami usir ,1,0,0,1,1,1,0,0,0,0,0,1
bani makan pisang kak han aku belum pernah kamu lihat orang kepleset karena kulit pisang terus dia menaruh kulit pisang di lantai terus jalan sambil pura pura tidak lihat dan licin juga ternyata kak han nyha terserah ,0,0,0,0,0,0,0,0,0,0,0,0
cc miss ann masa yang punya pak ai kalah sama yang tidak ada pak ainya ajak pengikut mu yang ribuan ,1,0,1,0,0,0,0,0,1,1,0,0
gubernur jabar mendampingi presiden republik indonesia bapak dalam meninjau pelaksanaan pembangunan bandara bandara internasional jawa barat ke ajati majalengka selasa 17 04 18 cc ,0,0,0,0,0,0,0,0,0,0,0,0
cinta yang sejati adalah ketika kamu buta akan sekelilingmu eikichi gerbang tol otomatis ,0,0,0,0,0,0,0,0,0,0,0,0
pers mesti mendukung kebohongan islam dibuka supaya indonesia lepas dari belenggu islam saya sedia menerangkan,1,0,0,1,1,0,0,0,0,0,1,0
 indonesia 99 tetap ganti presiden kampanye di ruhut 2019 ganti presiden 2019 ,0,0,0,0,0,0,0,0,0,0,0,0
 victor baru sekali berkoar saja kalian sudah kayak kebakaran jenggot bagaimana kalau viktor berulang kali berkoar di sana sini di masjid di jalanan spe i sih banci guru besar kalian apa lagi viktor chat mesum pasti kalian bikin rusuh sedunia dasar munafik ,1,1,0,1,0,0,0,1,0,0,1,0
sejumlah tolok ukur pemimpin yang pantas diangkat dalam islam 1 benar tulus bukan pembohong 2 tablig tidak menutupi fakta 3 amanah andal tidak khianat 4 fatanah cerdas tidak ber intelligence quotient rendah dan 1 adil taat aturan 2 punya ilmu amp,0,0,0,0,0,0,0,0,0,0,0,0
 indonesia itu musibah buat umat islam tetapi berkah buat orang cina amp kristen,1,0,0,1,1,1,0,0,0,0,1,0
 aku berlindung kepada allah dari godaan setan yang terkutuk aku memohon kepada allah agar tidak merasa paling islam sendiri dan mudah menyahlahkan orang lain ,0,0,0,0,0,0,0,0,0,0,0,0
rilis survei elektabilitas calon wali kota dan calon wakil wali kota pilihan kepala daerah kota bogor 2018 rabu 11 april 2018 pukul 12 00 waktu indonesia bagian barat be empat di hotel royal padjadjaran hall utama jalan padjadjaran no 12 kota bogor rilischa a pilihan kepala daerah kota bogor,0,0,0,0,0,0,0,0,0,0,0,0
 kamu yang munafik mengakui golput tapi panas dingin membela sih kuli cina itu kejang kejang lihat orang kagum sama pemimpin yang karismatik bukan yang plonga plongo ,1,1,1,0,0,1,0,0,0,1,0,0
 parahnya lagi tk asing asing sampai sepuluh juta yang mau di nusantara kan pak ,0,0,0,0,0,0,0,0,0,0,0,0
 yang cinta orde baru pasti mengidolakan prabowo amp hary tanoe di,1,0,1,0,0,0,0,0,1,1,0,0
alhamdulillah ongkos haji turun ini dampak buat bank syariat,0,0,0,0,0,0,0,0,0,0,0,0
 haha macam babi ayat pandai tak berotak ,0,1,0,0,0,0,0,0,0,0,0,0
 kebesaran jiwa anies yang ada kebesaran ego dan ambisi lihat cara kampanyenya yang brutal 11 12 sama sandi,1,0,1,0,0,0,0,0,1,1,0,0
komisi pemberantasan korupsi lagi lagi kalah sudah selayaknya di bubarkan ,1,0,0,1,0,0,0,0,1,0,0,1
 yang cina warga negara indonesia dukung prabowo langsung auto arab ,0,0,0,0,0,0,0,0,0,0,0,0
kebiadaban ahok cina kafir anak anak rakyat kecil pribumi dan ibu ibu islam semua digusur dari rumahnya se a kehidupannya,1,1,1,0,1,1,0,0,0,1,0,0
 siap mengabdi untuk kepentingan asing ,0,0,0,0,0,0,0,0,0,0,0,0
jokowi kalah dengan demo jokowi kalah dengan rizieq jokowi kalah dengan front pembela islam lengserkan saja mending rusak sekalian negara ini bangsat ,1,1,1,0,0,0,0,0,1,0,0,1
 oh rujukannya orang merah juga yang dulu teman teman bareng sama pak ai komunis indonesia tidak kapok begonya kamu bong ,1,1,1,0,0,0,0,0,1,1,0,0
amoroso katamsi pemeran presiden soeha o berpulang,0,0,0,0,0,0,0,0,0,0,0,0
bambang soesatyo usulan pilihan kepala daerah kembali lewat dewan perwakilan rakyat daerah dari komisi pemberantasan korupsi,0,0,0,0,0,0,0,0,0,0,0,0
saya sih menonton saja sambil gelar tikar selonjoran sambil minum kopi mantap,0,0,0,0,0,0,0,0,0,0,0,0
seandainya prabowo presiden konflik rohingya jadi apa jadi tidak jelas semuanya ditipu oleh prabowo,1,0,1,0,0,0,0,0,1,1,0,0
kena sanksi as produksi alumunium rusia terancam menurun,0,0,0,0,0,0,0,0,0,0,0,0
 maju mencebur mundur menjengkang itulah yang akan dialami mukidi,1,0,1,0,0,0,0,0,1,1,0,0
 iya yang dulu diangkat ridwan kamil itu sedih banget ya aku lihat monyet monyetnya itu lah tidak tega dan by the way yang kandang buaya sepe inya ingat deh lumut dimana mana terus kandangnya tidak jelas begitu x8,0,0,0,0,0,0,0,0,0,0,0,0
katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0
 kejadian 98 sangat menyedihkan ada beberapa warga tionghoa yang sudah 28 tahun menetap dan berbaur di kampung saya padahal kami orang kp sudah berusaha melindungi mereka eh kejadian 98 mereka lari terbirit birit meninggal rumah dan suhu,0,0,0,0,0,0,0,0,0,0,0,0
 wasuuu cangkem po silit kok angel dicekal ki ,0,1,0,0,0,0,0,0,0,0,0,0
sepe i diketahui banyak banu yahudi yang pergi menetap di jazirah terkhusus arab tengah sepe i banu najjar qurayza nadir etc ,0,0,0,0,0,0,0,0,0,0,0,0
usul lebih bagus tanpa jadi segera lengserkan begitu ,1,0,1,0,0,0,0,0,1,0,0,1
 gue mau mandi dulu bye mau menabung juga di jamban ,0,0,0,0,0,0,0,0,0,0,0,0
 itu anak udik yang di belakang bisa minggir tidak ,1,1,1,0,0,0,0,0,1,1,0,0
sebagai umat islam rasa kecewa marah terhadap rezim ini manusiawi karena ulama dikriminalisasi makin anti sampai kapanpun sikap gue save ustaz alfian,1,0,0,1,1,0,0,0,0,0,1,0
 apaan boro boro cacat ,1,1,1,0,0,0,1,0,0,1,0,0
 teruslah menuduh pak ai komunis indonesia jokowi anti islam rakyat tidak ada yang percaya kalau mau kampanye contohlah ,1,0,1,0,0,0,0,0,1,1,0,0
 malaysia butuh tenaga jongos dari indonesia dan indonesia tidak mampu memberi pekerjaan untuk rakyatnya sekarang malah lapangan kerja rakyat diberikan untuk rakyat cina otak kamu dimana hoi pejabat asal bacot saja congor kamu ,1,1,1,0,0,0,0,0,1,1,0,0
 jilat kontol sampai tegang baru memasukkan memek ,0,1,0,0,0,0,0,0,0,0,0,0
 se random nya gue paling yang ingin ke gereja padahal sama sama bukan kristen kalau nanti rambut kamu mulai botak kamu mau botaki sekalian atau mau pakai obat penumbuh rambut atau yang cara kerja piston itu bagaimana kalau gue lagi random,0,0,0,0,0,0,0,0,0,0,0,0
 kamu be anya gue marah apa kan sudah gue jawab gue marah karena sih berengsek itu menghina agama gue juga jangan salahkan gue kalau gue hina balik dia termasuk yang jadi junjungannya adilnya di mana anonymous kan kamu,1,1,1,0,0,0,0,0,1,1,0,0
 bejat benar bangsat yang menculik itu yang melakukan bukan manusia iblis kali hhhhh emosi gue anjir ,1,1,1,0,0,0,0,0,1,1,0,0
 dia tidak cuma picik tapi juga picek ,1,1,1,0,0,0,1,0,0,1,0,0
pak presiden tampak magis ,0,0,0,0,0,0,0,0,0,0,0,0
punya tetangga sudah perawan tua lesbi nyinyir resek lagi ,0,1,0,0,0,0,0,0,0,0,0,0
jika alkohol saja bisa haram karena penyalahgunaan gunanya bagaimana dengan agama ,0,0,0,0,0,0,0,0,0,0,0,0
 aduh ya sama saja lah kalau begitu mau akuisisi tetapi bawa bawa teman orang asing bera i 51 itu bukan milik pemerintah semua dong ,0,0,0,0,0,0,0,0,0,0,0,0
 itu yang menuduh tidak konsisten amat sih satu hari menuduh gus liberal hari lain komunis ,0,0,0,0,0,0,0,0,0,0,0,0
bodoh kamu asli,1,1,1,0,0,0,0,0,1,1,0,0
beliau ialah salah seorang ulama dan figur yang amat karismatik dan terkenal di kalimantan harakah islamiyah hardcase ayo mengaji,0,0,0,0,0,0,0,0,0,0,0,0
 eh cina setan menumpang makan di indonesia juga seenak nya,1,1,0,1,0,1,0,0,0,0,1,0
 namanya juga bani onta peminum ekstrak tinja al urine onta haha ,1,1,1,0,0,0,0,0,1,1,0,0
ini dia yang ke 4 asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
 benda bodoh apa aku baca nih bukan ke korang golongan bijak pandai kenapa bingai sangat nih kalau begitu beribu ribu ,0,1,0,0,0,0,0,0,0,0,0,0
jadi pendukung susilo bambang yudhoyono benar-benar tidak enak sangat ya nuansa pencapaian pemerintahan kini susilo bambang yudhoyono diejek 10 tahun apa saja ada kelemahan susilo bambang yudhoyono juga jadi target sisaan pemerintahannya oleh karena itu jadi pejabat itu punya prestasi biar tidak dihina mulu,1,0,0,1,0,0,0,0,1,0,1,0
 aku lewih sayang seri tempo memanah jalema tolol nu juragan bisa berbicara sange tak te ahan tanpa pikir tah memanah ,1,1,1,0,0,0,0,0,1,1,0,0
 cebong tidak kan nge i yang beginian otak cuma aksesoris di kepala nya dan 2019 ganti presiden ,1,1,0,1,0,0,0,0,1,0,1,0
copy paste dan yang harus di nusantarakan itu bukan islam pak tapi freefo newmont indosat dan aset aset negara yang sudah ditangan asing ,0,0,0,0,0,0,0,0,0,0,0,0
ahok bebas ulama akan beri komando revolusi lengserkan jokowi berita islam jokowi memerintahkan kepala kepolisian republik indonesia ,1,0,1,0,0,0,0,0,1,1,0,0
 oh iya maaf ya setan ,1,1,1,0,0,0,0,0,1,1,0,0
sejak tahun delapan puluhan lagi dewan fatwa nasional sudah memutuskan umat islam dilarang terlibat dalam program zionis termasuklah kelab kelab rotary lion dan sebagainya,0,0,0,0,0,0,0,0,0,0,0,0
 banci kaleng ,1,1,1,0,0,0,0,1,0,1,0,0
dasar fan kampang ,1,1,0,1,0,0,0,0,1,0,1,0
 dan saya yakin ilmu agama jauh lebih banyak dari ilmumu dan itu sangat jelas dengan mudahnya kamu mengatakan kafir pada seseorang tapi diam saat kitab su,0,0,0,0,0,0,0,0,0,0,0,0
 dua duanya culun ,0,1,0,0,0,0,0,0,0,0,0,0
 pak ai kunyuk ,1,1,0,1,0,0,0,0,1,0,1,0
biksu cabul karena melanggar ajaran buddha muslim jadi teroris karena sesuai ajaran islam ,1,1,0,1,1,0,0,0,0,0,1,0
 kebijakan pengembalian bebas kerumitan dan x89memberikan garansi tanpa merumitkan konsumen dalam pengembalian barang yang cacat rusak produksi kepada konsumen dalam 7 hari dari tanggal pembelian hazid haus mini kuiz ikut jawab yuk ,0,0,0,0,0,0,0,0,0,0,0,0
 memang apa mbak kismis miskin aku malah nek menyebut tai tikus ikut kismis ,0,0,0,0,0,0,0,0,0,0,0,0
 kacrut nih orang ,1,1,1,0,0,0,0,0,1,1,0,0
mata nya belo banget coy padahal sipit ya allah diriku teringat waktu basah basahan pas mos dan tampang nya beda banget banyak dosa sudah hari ini wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
 keren lagu nya bang ,0,0,0,0,0,0,0,0,0,0,0,0
 jisung itu tidak bisa akting sok keren terlalu lugas kelihatan udik kelihatan banget pemula kelihatan banget tidak pernah l ,1,1,1,0,0,0,0,0,1,1,0,0
nah ini salah satu pengejawantahan agama itu candu kurang komunis apa coba ,0,0,0,0,0,0,0,0,0,0,0,0
tidak ada yang salah dengan ucap usir kedutaan besar myanmar atau pergi nobel suu kyi apa bedanya dengan ucap turunkan jokowi atau bubarkan dewan perwakilan rakyat ketika demo,1,0,1,0,0,0,0,0,1,1,0,0
 pro yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
 duit haram hasil gratifikasi sogokan cukong asing reklamasi dan dan 2019 ganti presiden ,1,0,0,1,0,0,0,0,1,0,1,0
1 kata buat kamu bajingan ,1,1,1,0,0,0,0,0,1,1,0,0
 memang jadi sampah itu hina banget apalagi sampahnya orang surat pemberitahuan tahunan km ,1,1,1,0,0,0,0,0,1,1,0,0
 ekonomi semakin meroket kan,0,0,0,0,0,0,0,0,0,0,0,0
 kecebong bajingan ,1,1,0,1,0,0,0,0,1,0,1,0
orang indonesia itu dungu nya kelihatan banget dijalanan tidak mau kasih jalan buat pemadam kebakaran sudah begitu masih pada manfaatkan ambil jalur di belakang pemadam asli goblok semua ,1,1,0,1,0,1,0,0,0,0,1,0
ayo blok komunis tim raya rusia ,0,0,0,0,0,0,0,0,0,0,0,0
menurut kalian sayang enakan jilat memek memek mulus apa memek yang lebat bulunya yang bikin sensasi ,0,1,0,0,0,0,0,0,0,0,0,0
besar bacot besar cocot memang kamu turut andil dasar mulutnya bajingan kacung gerombolan jomlo akut sakit jiwa,1,1,1,0,0,0,1,0,0,1,0,0
kita harus sadar bahwa ayah prabowo adalah tokoh pemerintahan revolusioner republik indonesia perjuangan rakyat semesta dan ayah hilmi pak ai keadilan sejahtera adalah tokoh di tii,1,0,1,0,0,0,0,0,1,1,0,0
terpenjara dalam sanubari yyynng diam dan sendirian dan tak terbayang dan te antang langkah yang begitu panjang dan selalu macet dan tak ada jalan untuk keluar dan dan dan dan bosan,0,0,0,0,0,0,0,0,0,0,0,0
 bangsat tersedak kentang gue wkwk tolol lendir memek anjing ,1,1,1,0,0,0,0,1,0,1,0,0
 x9cyang kedua saya lihat juga bagus jambanisasi tadi membuat jamban jamban keluarga kurang lebih 2 juta per jamban tadi baru dikerjakan di 30 kakak 30 jamban ini juga membangun sebuah sanitasi yang baik bagi keluarga kesehatan lingkungan di kakak,0,0,0,0,0,0,0,0,0,0,0,0
komunis kamu bangsat keluar kalian segera kapan pun di mana pun ,1,1,0,1,0,1,0,0,0,0,1,0
ayo nu lanjutkan bila perlu lengserkan jokowi gue bantu dengan doa,1,0,1,0,0,0,0,0,1,0,0,1
kalah suara selalu menyalahkan katanya masa jokowi bagus kok dibilang mundur haha kampret,1,1,1,0,0,0,0,0,1,1,0,0
 sudah tau sama sama sipit juga masih memaki sipit ,0,0,0,0,0,0,0,0,0,0,0,0
harus mau mencucikan piring orang lain walaupun jijik karena mereka makannya tidak bersih tetapi bagaimana lagi ya sudah aturannya kayak begitu sebenarnya bisa melanggar tetapi kok ya tetap gue lakukan begitu ,0,0,0,0,0,0,0,0,0,0,0,0
makanya daripada bingung mencari yang sudah lenyap mending mengurus lagi surat dkp dari militer nasional indonesia kamu prabowo haha,1,0,1,0,0,0,0,0,1,1,0,0
 di zaman sekarang orang yang paling aman adalah orang yang buta huruf dan budek atau orang kampungan sing tidak keruh apa apa ,0,0,0,0,0,0,0,0,0,0,0,0
aku belum baca hingga akhir akhir enggan gerak anjing mending pesan suara wkwk,0,1,0,0,0,0,0,0,0,0,0,0
 bukan caplok tapi indonesia beli saham 51 seharga rp55t diperlukan klarifikasi pelajaran berharga ke depan jangan pernah mudah kasih izin tambang pada asing ,0,0,0,0,0,0,0,0,0,0,0,0
 aduh sipit mami juga ini malah main raket sama jin oppa ,0,0,0,0,0,0,0,0,0,0,0,0
ingin bunuh diri tapi tidak mau sakit ledakan bom nuklir saja tapi mahal sih ,0,0,0,0,0,0,0,0,0,0,0,0
perhatian nada suatu kelompok yang sedang menggarap film komedi dengan berbagai trik agar meraih perhatian banyak penonton namun menggunakan cara yang tidak peka dan alhasil film tersebut justru tidak lucu sama sekali dimata semua orang bom takjil ,0,0,0,0,0,0,0,0,0,0,0,0
 bukan gara gara aku belum ini adalah ,0,1,0,0,0,0,0,0,0,0,0,0
 tenang saja dan jangan panik se a khawatir dan pak jok sudah menyiapkan ribuan lapangan kerja kok dan ribuan untuk tenaga kerja asing republik rakyat cina dan jadi selamat ber antre ria ya dan wkwk ,1,0,1,0,0,1,0,0,0,1,0,0
 prabowo subianto gagal maju prabowo gagal pindah on ,1,0,1,0,0,0,0,0,1,1,0,0
keduanya tidak belaga ingin jadi imam kan ,0,0,0,0,0,0,0,0,0,0,0,0
masak kalah sama monyet monyet saja bisa cari duit berita terhangat ,0,0,0,0,0,0,0,0,0,0,0,0
mbok demo bubarkan dewan perwakilan rakyat pasti sing ikut luwih banyak ,1,0,0,1,0,0,0,0,1,0,1,0
inilah dia orang yang suka memaki jokowi pak ai komunis indonesia antek cina asing asing haha,1,0,1,0,0,0,0,0,1,1,0,0
 padahal sudah dipakai juga 1000 triliun buat mencicil hutang hutang rejim sebelumnya ,0,0,0,0,0,0,0,0,0,0,0,0
 pantas kaum kalian selalu bikin rusuh selalu suka berbicara kotor mudah dbodohi oleh pejabat kotor karena cara menilai seseorang saja ternyata cuma dilihat dari gelarnya ,1,1,0,1,0,0,0,0,1,0,1,0
 memang iya makanya corgidan semua berharap dia jadi disc jockey atau mc saja kalau pun realita show yang duduk duduk malas saja jangan kayak junior yang jalan kemana mana kalau dapat drama yang kalem kalem saja pokoknya yang tidak bikin susah dia soalnya sudah pada tau aron kan ada,0,0,0,0,0,0,0,0,0,0,0,0
 mantap memek nya jadi crot nih ooohhhhh lemas ,0,1,0,0,0,0,0,0,0,0,0,0
 memek nya tidak kelihatan ,0,1,0,0,0,0,0,0,0,0,0,0
 apa a i pe anyaanmu itu jelaskan saya tunggu 2 menit ya tidak ada jawaban bera i benar kamu itu bencong gembel warung internet haha ,1,1,1,0,0,0,0,1,0,1,0,0
 begini ya lucas punya dua racun mau dia yang lagi benar benaran cakap nya atau racun sarap nya dan nmon maaf gue keracunan sarap nya ,0,1,0,0,0,0,0,0,0,0,0,0
 mengiler ri 1 prabowo maksudnya haha,1,0,1,0,0,0,0,0,1,1,0,0
 terserah sok berkelas lagi najis ,1,1,1,0,0,0,0,0,1,1,0,0
pengacara setya novanto mengotot pemanggilan kliennya harus atas izin presiden,0,0,0,0,0,0,0,0,0,0,0,0
1 terjadi kekacauan hukum politik sosial 2 adalah tanggung jawab presiden 3 jokowi membiarkan itu 4 lengserkan jokowi ayo penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
 yang ngeles mulu bukanya kamu cebong kafir haha otak tidak sampai salah menangkap kalimat kata mengatai islam kebanyakan ngeles nih cebong kafir intoleran sara munafik pemakan tai ahok peminum rendaman kolor oplos kencing onta haha ,1,1,1,0,1,0,0,0,0,1,0,0
kacau nih kunti,0,0,0,0,0,0,0,0,0,0,0,0
halo jika undangan ini benar boleh kah kegiatan begini mengundang hanya satu pasangan calon pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
 itu bukan akun ketua umum andre kamu cebong penyusup homo kampret ,1,1,1,0,0,0,0,1,0,1,0,0
 apakah sipit kata yang tepat intinya mata gue tidak kayak sebelum pakai kacamata ,0,0,0,0,0,0,0,0,0,0,0,0
idih be anya kok terakhir memangnya mau modar ,0,1,0,0,0,0,0,0,0,0,0,0
kejadian nation pencitraan korea selatan via gambaran girl grup terhadap kultur konsumerisme abg menengah mikro kecil ke bawah alias ayolah,0,0,0,0,0,0,0,0,0,0,0,0
 ,0,0,0,0,0,0,0,0,0,0,0,0
 susilo bambang yudhoyono itu grand master politik tidak ada yang sanggup samakan beliau jokowi tidak ada apa apanya tidak pantas jadi presiden ,1,0,1,0,0,0,0,0,1,1,0,0
 congor kamu layak di neraka ,1,1,1,0,0,0,0,0,1,1,0,0
tahun 1953 komunis menyebut ulama dan para pendakwah dengan sebutan agen agama arab bahkan dulu lebih keras fase saat ini menyamakan semua agama sama kemudian menyebut mabuk agama lantas kekecewaan muncul dan akhirnya menganggap agama tak perlu ,0,0,0,0,0,0,0,0,0,0,0,0
 bukan getah itu ampas ,0,0,0,0,0,0,0,0,0,0,0,0
ciputra life bersama motif menawarkan produk asuransi xtra proteksi untuk diri kamu dengan manfaat pembayaran sisa total angsuran kredit apabila te anggung mengalami kecelakaan dan menyebabkan cacat tetap total dan kendaraan kamu tetap akan menjadi mil,0,0,0,0,0,0,0,0,0,0,0,0
a inya harus melalui ekonomi ,0,0,0,0,0,0,0,0,0,0,0,0
ketika orang orang menawar rumah sih yahudi itu jual saja tempat tinggalmu itu kepada kami yahudi itu berkata saya akan jual rumahku ini dengan harga dua ribu dinar seribu dinar untuk harga rumahku dan seribu lagi karena aku be etangga dengan ibn,0,0,0,0,0,0,0,0,0,0,0,0
dukungan kepada kepolisian republik indonesia dalam melawan berita hoaks isu sara dan ujaran kebencian se a mendukung kepolisian republik indonesia untuk menyukseskan pilihan kepala daerah serentak 2018 aman dan damai,0,0,0,0,0,0,0,0,0,0,0,0
wahai para hakim lucu ada makanan bergizi nih sisa dari lokal stand up day kemarin ,0,0,0,0,0,0,0,0,0,0,0,0
pemerintahan menggilakan janggal lucu dari kemarin acara diskusi aktivis 98 sampai yang ini semua sajian lelucon yang semakin bikin tawa kedua acara dihadiri presiden,1,0,0,1,0,0,0,0,1,0,1,0
yang benci muslim biasanya antek komunis puluhan tahun mereka bantai muslim ,1,0,0,1,1,1,0,0,0,0,1,0
 sudahlah kalau sampean ini mau cari cari kesalahan dan kelemahan komisi pemberantasan korupsi yang ujung ujungnya komisi pemberantasan korupsi bisa di bubarkan,1,0,0,1,0,0,0,0,1,0,1,0
 tapi nanti jadi kangen kristen robe yang dulu ,0,0,0,0,0,0,0,0,0,0,0,0
 itu jaman dulu mas jaman sekarang di sekolah sekolah kristen saja teori evolusi tetap diizinkan untuk diajarkan tanpa meninggalkan ajaran creationis ,0,0,0,0,0,0,0,0,0,0,0,0
 sementara itu kader membakar 7 sekolah ,1,0,1,0,0,0,0,0,1,1,0,0
polisi masih selidiki kasus presiden pak ai keadilan sejahtera punya kemungkinan tak ada unsur pidana,0,0,0,0,0,0,0,0,0,0,0,0
