Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 politisi tai babi pagi pagi sudah berkoar ucapan kamu tidak dibutuhkan untuk negara kesatuan republik indonesia karena kamu adalah penjilat bangsa kutu loncat ,1,1,1,0,0,0,0,0,1,1,0,0
ciri khas cebong yang melekat kalah data fakta langsung otak porno tidak keluar 2019 ganti presiden 2019 presiden baru asal bukan jokowi,1,1,1,0,0,0,0,1,0,1,0,0
 yang dibahas penangkapan ikan menggunakan potas racun dan sampah plastik kok bahas tugas tentara nasional indonesia al ,0,0,0,0,0,0,0,0,0,0,0,0
 kalau semua pengurus pak ainya di penjara siapa yang jadi dewan perwakilan rakyat mbak ganti saya saja ya p ,0,0,0,0,0,0,0,0,0,0,0,0
 menunggu hoshi tidak sipit dan menunggu woozi lebih tinggi dari mingyu sepertinya ,0,0,0,0,0,0,0,0,0,0,0,0
 saya setuju di maafkan tapi 100 menista agama kitab suci adalah wahyu allah tidak ada tafsiran apapun dia sudah menyakiti hati semua pemeluk agama biar allah yang memberi ganjaran yang sesuai ini dasar saya sama,0,0,0,0,0,0,0,0,0,0,0,0
hadeeeh sebaik baiknya menyembunyikan bangkai pada akhirnya akan ke cium juga baunya ku tidak ikut ikutan ah ,0,0,0,0,0,0,0,0,0,0,0,0
 orang gila ,1,1,1,0,0,0,1,0,0,1,0,0
 es degan negaranya ada kedutaan besar israel dan menjalin hubung diplomatik jokowi tidak menjalin hubung diplomat es degan antek yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
 kamu tahu kafir itu apa ,0,0,0,0,0,0,0,0,0,0,0,0
 bukan cuma itu cacat nya demokrasi bahkan tidak menghargai intelektualitas seseorang orang tidak mau sekolah sama orang yang berjuang untuk pintar sampai dapat gelar prof pun nilainya sama cuma 1 suara ,0,0,0,0,0,0,0,0,0,0,0,0
banyak hafalan surah alqurannya termasuk ayat ayat perangi bunuh dan penggal kafir dan juga ayat cocok cocok penis ,1,1,0,1,1,0,0,1,0,0,1,0
 untung aku tidak dongok tidak ,0,0,0,0,0,0,0,0,0,0,0,0
sayangnya kunti tidak bisa ditebas ,0,0,0,0,0,0,0,0,0,0,0,0
dalil hadis pun kalau tidak disusul dengan ijma amp qiyas hukum akal tidak akan ketemu barangnya terasa maknanya spe i larangan bakar sampah di kuburan merupakan produk qiyas dari ibnu mas x99ud ra ia berkata x98mnyakiti jenazah orang mukmin itu sebagaimana,0,0,0,0,0,0,0,0,0,0,0,0
 media asing mainstream mana mau memberitakan pendapat suara para kiai ulama garis lurus sehingga tak terdengar di skala nasional dan dan save nahdlatul ulama ,0,0,0,0,0,0,0,0,0,0,0,0
 bapak yang terhormat sungguh jeritan hati ini tak sanggup saya tanggung sendiri sudilah kiranya bapak presiden yang terhormat memberikan sebuah solusi terkait tiket lebaran 2018 agar terjangkau oleh semua pemudik terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
pilihan kepala daerah seharusnya memberikan dampak yang positif terhadap masyarakat indonesia pilihan kepala daerah seharusnya memberikan dampak positif viralkan viral,0,0,0,0,0,0,0,0,0,0,0,0
kampang ah foto segala ngeblur ,0,1,0,0,0,0,0,0,0,0,0,0
 kalau saya tertawa sipit dua duanya itu kenapa ,0,0,0,0,0,0,0,0,0,0,0,0
 a inya kecebong itu antek komunis,1,1,0,1,0,1,0,0,0,0,1,0
agus silvy tukang fitnah debat final pemilihan kepala daerah jakarta,1,1,0,1,0,0,0,0,1,0,1,0
sikap diktator dengan pak ai penjilat duit cina tangkap tangkap ,1,0,0,1,0,1,0,0,0,0,1,0
 98 1 orang orang kafir yakni ahli kitab dan orang orang musyrik mengatakan bahwa mereka tidak akan meninggalkan agamanya sebelum datang kepada mereka bukti yang nyata ,0,0,0,0,0,0,0,0,0,0,0,0
 bajingan memang indosat ,1,1,0,1,0,0,0,0,1,0,1,0
kalau terpilih jadi presiden rizal ramli akan penjarakan koruptor di pulau malaria ,0,0,0,0,0,0,0,0,0,0,0,0
selamat sore twit hari ini 18 4 presiden jokowi memimpin rapat terbatas ratas di istana kepresidenan bogor rabu 18 4 membahas mengenai percepatan pelaksanaan berusaha online single submission online single submission berikut beberapa poin arahannya simak ya ,0,0,0,0,0,0,0,0,0,0,0,0
ajak semua muslim cari tahu siapa muhammad sebenarnya jangan sampai dia enak enak cocok cocok penis bangsa ini jadi susah,1,1,0,1,1,0,0,1,0,0,1,0
 terima kasih manusia homo ,0,1,0,0,0,0,0,0,0,0,0,0
 daripada kamu monyet komunis tolol ,1,1,1,0,0,1,0,0,0,1,0,0
 neng andi minum kopi dulu gih dan x92congor kamu korsleting ,1,1,1,0,0,0,1,0,0,1,0,0
 langsung tag pak ainya tidak berani ya bera i kamu banci ,1,1,1,0,0,0,0,1,0,1,0,0
akun isinya x9canti asing x9ctolak asing x9cnon pribumi tapi terus mengeluh x9citu di thailand kok banyak negara asing yang bantu kita di danau toba kok enggak ada yang bantu x8,0,0,0,0,0,0,0,0,0,0,0,0
 karena sosial at publik sangat kejam ketika seorang lgbt akan jujur pada diri sendiri publik spe inya lebih suka dibohongi ,0,0,0,0,0,0,0,0,0,0,0,0
 mohon dapat dimaklumi bani kodok gampang meriang kurang oksigen kelamaan di comberan ,1,1,0,1,0,0,0,0,1,0,1,0
tangkap ahok dan kelompok nya yang melakukan pemalsuan e kartu tanda penduduk karena merupakan pengkhianat bagi bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1
 betul ustaz keahlian cebong hanya 1 tukang tipu cebong adalah begitu goblok enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019 ganti presiden plonga plongo dunning kruger effect,1,1,0,1,0,0,0,0,1,0,1,0
mau beli kitab kuning di raudhatul kutub saja lagi ada promo lo order sms whats app pinoy recommended,0,0,0,0,0,0,0,0,0,0,0,0
 sayang sekali punya paras nan cantik kumpul sama cowok gembel dibawa gembel mau makanya suka gengsi kalau mau pacaran eh lihat difoto fotonya ada sama cowok gembel nongkrong pinggir jalan apa enggak malu ya percuma cantik kalau otaknya murah ,0,1,0,0,0,0,0,0,0,0,0,0
 wkwk tidak boleh doktoranda bos bosan tai ,0,1,0,0,0,0,0,0,0,0,0,0
mintak jasa baik kawan kawan lini masa benda nih my relative dan iyana abdul razif mengalami hyper tiroid and it si become worse right now she really need bantuan keuangan untuk rawatan boleh bank in kat account nih dan iyana abdi razif 0,0,0,0,0,0,0,0,0,0,0,0,0
hadi hanya sesuai sebagai ustaz kampung dari sama pru 14 jomundi myundi ,0,0,0,0,0,0,0,0,0,0,0,0
 terbaik tak pernah eksis zaman rejim najib ,0,0,0,0,0,0,0,0,0,0,0,0
 rupanya ditanggapi lain oleh pihak mesjid sangking setuju speaker toa dipindahkan ke dalam ya allah modar semua kuping jemaah khe khe khe ,0,1,0,0,0,0,0,0,0,0,0,0
badan pengawas pemilihan umum kolaka te inggi pelanggaran aparatur sipil negara dalam pilihan kepala daerah aku uji pilihan kepala daerah ,0,0,0,0,0,0,0,0,0,0,0,0
gubernur ahmad heryawan mengukir sejarah bandara super megah ke ajati dibangun dengan biaya mandiri tanpa menggunakan anggaran pendapatan dan belanja negara murni dikelola oleh pemerintah provinsi jawa barat ini sejarah baru infrastruktur bagi indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
njinggg bencong banyak gaya pakai blok blok wa ,1,1,1,0,0,0,0,1,0,1,0,0
 mana peran rezim jokowi dan nya namanya juya mereka saingan im ,0,0,0,0,0,0,0,0,0,0,0,0
kacau palsu sok cantik munafik pembohongan publik sensasi dan yang pasti bencong ,1,1,1,0,0,0,0,1,0,1,0,0
 cacat banget ican goblok ,1,1,1,0,0,0,1,0,0,1,0,0
aduh kenapa pak e besar masih didominasi orang orang tidak paham ekonomi ya terus kalau begini jika memerintah bagaimana mereka bisa mengelola keuangan negara ,0,0,0,0,0,0,0,0,0,0,0,0
 tangkap sih gerung penista kitab suci semua agama,1,0,1,0,1,0,0,0,0,0,0,1
 iya di situ cina tidak langsung kasih ke palestina tapi melalui negara negara arab lain jadi tidak dibebankan ke palestina semua dan palestina tidak terlalu dicekok sama utang aku tidak fokus di utang atau tidak tapi jangan sampai kita lihat cina selalu negatif,0,0,0,0,0,0,0,0,0,0,0,0
 gue doakan budek kamu tidak ,1,1,1,0,0,0,1,0,0,1,0,0
selamat siang masyarakat banten sambut pilihan kepala daerah serentak 2018 di banten dengan penuh kebahagiaan se a aman dan kondusif ,0,0,0,0,0,0,0,0,0,0,0,0
pemerintah menetapkan daftar proyek strategis nasional yang bakal direalisasikan menjadi si ,0,0,0,0,0,0,0,0,0,0,0,0
 kafir partai komunis indonesia menyamar jadi islam dia yang menjelekkan jokowi itu kafir partai komunis indonesia semua ,1,1,0,1,1,1,0,0,0,0,1,0
cek kesiapan pengaman pilihan kepala daerah ternyata polisi resor samarinda tribun kalimantan timur,0,0,0,0,0,0,0,0,0,0,0,0
apakah dengan pendapat keagamaan ini ulama kita di majelis ulama indonesia anti kebinekaan atau ada yang menuduh untuk menghalangi sih penista jadi gubernur tahan penista,1,0,1,0,1,0,0,0,0,1,0,0
hanya presiden pak i je layak jadi pm manusia tak berapa i nih jangan harap lah pak i pun tak ada nak jadi pm macam mana sembilan puluh tiga tahun buang tabiat,0,0,0,0,0,0,0,0,0,0,0,0
 biar saja biar tai nya kena bapak kamu itu ya lah itu kan tidak suka sama ahok jadi biar lah sama bapak lah sama ibu lah kena tai nya ,1,1,0,1,0,0,0,0,1,0,1,0
burung twitter jadi burung onta kan mantap dan dan suara remaja choice fandom directioners ,0,0,0,0,0,0,0,0,0,0,0,0
 matikan bom dengan berkelas ,0,0,0,0,0,0,0,0,0,0,0,0
diduga bawa kabur uang calon jemaah direktur utama travel umrah dipolisikan jika allah subhanahu wa taala tuhan sudah kena azab paling pedih,1,0,0,1,1,0,0,0,0,0,1,0
been eyeing this site sejak bulan barusan mencoba buka lagi dan mengecek harga sapiens sama homo deus masih jauh lebih murah periplus jadi ya dan let si try again some time later ,0,0,0,0,0,0,0,0,0,0,0,0
tidak cuma 2 anak papua yang digendong tapi 8000 rebu anak papua dijadikan anak asuh ,0,0,0,0,0,0,0,0,0,0,0,0
allah subhanahu wa taala bukan tuhan karena dungu biadab pasti bukan yang satu karena hanya untuk muslim tak berlaku bagi kafir,1,1,0,1,1,0,0,0,0,0,1,0
 lt pacar lesbi xxx porno bokep ,0,1,0,0,0,0,0,0,0,0,0,0
ini media milik cina itu ya usir saja biang perpecahan ,1,0,0,1,0,1,0,0,0,0,0,1
 itu bukan hamil haha gembrot lucu banget ,0,1,0,0,0,0,0,0,0,0,0,0
yang paling mirisnya mereka itu cowok be iga anjing anjing anjing anjing anjing cowok lah sanggup ya mulutnya merumpi terus enggak bisa diam kayak congor bebek sampai film nya habis anjiiirr kesal ke ubun ubun sudah ketahan dalam hati karena pasti tidak enak juga ikutan emosi apalah,1,1,1,0,0,0,0,1,0,1,0,0
hem jual kaos partai keadilan sejahtera akui pak ai kekurangan logistik untuk pemilihan umum 2019 modal kontol doang ,0,0,0,0,0,0,0,0,0,0,0,0
 takut salah fokus kayak yang terjadi sekarang kata iya 10 ribu lapangan kerja ternyata buat asing ,0,0,0,0,0,0,0,0,0,0,0,0
hajar dan ganyang partai komunis indonesia ,1,0,0,1,0,1,0,0,0,0,1,0
 semua instansi internasional itu bagi cebong adalah kaum radikal ,1,1,0,1,0,0,0,0,1,0,1,0
 namanya juga agama munafik ,1,1,1,0,1,0,0,0,0,1,0,0
 tenang saja dan jangan panik se a khawatir dan pak jok sudah menyiapkan ribuan lapangan kerja kok dan ribuan untuk tenaga kerja asing republik rakyat cina dan jadi selamat ber antre ria ya dan wkwk ,1,0,1,0,0,1,0,0,0,1,0,0
 kafir haram jadi pemimpin monyet ,1,1,0,1,1,0,0,0,0,0,1,0
punya tetangga sudah perawan tua lesbi nyinyir resek lagi ,0,1,0,0,0,0,0,0,0,0,0,0
tiga menteri jokowi non pak isan dihargai dunia smi susi men pekerjaan umum dan perumahan rakyat menteri menteri asal partai politik cuma duduk manis presiden jokowi cukup 3 menteri untuk menggentarkan dunia,0,0,0,0,0,0,0,0,0,0,0,0
perbanyaklah membaca cerdas biar tidak dicap goblok v dan dan just kidding maaf baru balas hanya orang dengan intelligence quotient di atas rata rata yang menge i tulisan di atas v ,0,0,0,0,0,0,0,0,0,0,0,0
 ngentot di indekos dengan pacar ,0,1,0,0,0,0,0,0,0,0,0,0
kita berbangga kita bersyukur karena pemerintah kita berhasil mengambil alih 51 divestasi saham pt fi yang tidak berbangga dan tidak bersyukur adalah mafia tambang dan antek orde baru yang pullulan tahun berkomplot dengan asing menguras dan merampok k,0,0,0,0,0,0,0,0,0,0,0,0
 teriaki ombudsman dan ombudsman banci kaleng dan ombudsman banci kaleng ,1,1,0,1,0,0,0,1,0,0,1,0
 cewek gila sinting freak ,1,1,1,0,0,0,1,0,0,1,0,0
aku tak pandai dalam ilmu agama akupun tak cerdas dalam ilmu dunia aku hanya perempuan biasa yang tengah mempelajari keduanya ,0,0,0,0,0,0,0,0,0,0,0,0
goblok benaran matanya picek ,1,1,1,0,0,0,1,0,0,1,0,0
menjelang pilihan kepala daerah ibu kota negara itu terjadi fenomena luar biasa yang belum pernah terjadi sebelumnya semua warga negara dari etnis tersebut yang berada di luar negeri amp telah berusia berhak memilih pulang kembali ke ibu kota negara hanya untuk memberi suara kep,0,0,0,0,0,0,0,0,0,0,0,0
 super gubernur anies be emu erdogan ,0,0,0,0,0,0,0,0,0,0,0,0
 sebenarnya aku yang kuat terasa ke perangai manusia yang babi ,0,1,0,0,0,0,0,0,0,0,0,0
 ketahuan kan kalau bima apakah idiot ,1,1,0,1,0,0,1,0,0,0,1,0
penyerapan dana desa pada tahun 2015 dan 2016 diprioritaskan untuk pembangunan infrastruktur di tahun 2017 ini menurutnya penyerapan dana desa diprioritaskan untuk percepatan ekonomi desa jokowi dua periode,0,0,0,0,0,0,0,0,0,0,0,0
sudah nyata itu anies sandi yang terlibat saracen ,1,0,0,1,0,0,0,0,1,0,1,0
 cina tidak termasuk salah satu ras di indonesia beda dengan singapura,1,0,0,1,0,1,0,0,0,0,1,0
kita pernah asing kemudian saling membahagiakan waktu berputar kita kembali asing ,0,0,0,0,0,0,0,0,0,0,0,0
mulutmu bau tai babi pembela orde baru arab pribumi surat pemberitahuan tahunan memalukan ih banyak bacot diculik kamu sama presiden bubar 2030 ,1,1,1,0,0,0,1,0,0,1,0,0
 gue mendadak budek ,0,0,0,0,0,0,0,0,0,0,0,0
islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat ,0,0,0,0,0,0,0,0,0,0,0,0
 terlalu biasa anda dasaaaar bolot p lukaku ,1,1,1,0,0,0,1,0,0,1,0,0
 milea kamu senang memikirkan aku dilan senang dan bingung bingung cara mau berhentinya milea kamu mau berhenti memikirkan ,0,0,0,0,0,0,0,0,0,0,0,0
nih ada lagi gerakan kontol pembela chibi anjing ,1,1,0,1,0,0,0,1,0,0,1,0
