No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
156;Hai.Luka robek memang membutuhkan waktu untuk masa penyembuhan. Biasanya jika luka pada lutut cukuip dalam, maka biasanya akan dilakukan penjahitan pada daerah yang robek. Jika luka robek tersebut cukup dalam, maka keadaan tersebut dapat mengenai hingga ke tulang.Biasanya setelah dilakukan penjahitan, maka luka pada lutut akan membaik dalam waktu sekitar 2 minggu. Tetapi memang luka pada lutut merupakan suatu letak luka yang agak lama sembuh karena pada lutut merupakan daerah yang sering tertekuk.Jika sudah kurang lebih setengah bulan masih tetap mengeluarkan darah, mungkin terdapat beberapa keadaan yang dapat menyebabkannya seperti infeksi luka, robek jahitan, dll.Jika Anda sudah memeriksakan diri ke dokter dan dikatakan terdapat infeksi pada luka tersebut, maka memang salah satu pengobatan yang dilakukan menggunakan antibiotik untuk menghilangkan infeksi. Menggunakan bioplasenton tidak dapat menghilangkan infeksi yang terjadi. Bioplasenton dapat memiliki efek regenerasi kulit, tetapi tidak dapat menyembuhkan luka yang mengalami infeksi.Oleh karena itu, Anda dapat memeriksakan ibu Anda ulang ke dokter spesialis bedah agar dokter dapat memeriksa keadaan ibu Anda lebih lanjut, dan nanti dokter akan memberikan pengobatan yang tepat.Berikut artikel yang dapat Anda baca mengenai  Menghilangkan bekas luka semoga bermanfaat. terimakasihdr. Danny;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
157;Halo Siah, Penggunaan gadget pada anak pada era millenial ini sangatlah umum digunakan terlebih untuk membuat anak tetap tenang. Tetapi penggunaan gadget pada usia dini juga dapat memiliki risiko, untuk itu penggunaannya ada beberapa hal yang perlu diperhatikan oleh orang tua seperti: Waktu penggunaan gadget  yang perlu dibatasi dimana anak diatas 1,5 tahun tidak mengakses gadget lebih dari 1 jam setiap harinya Pilih program yang berkualitas agar anak mendapatkan pelajaran, rangsangan kognitif dari apa yang dia mainkan atau ditonton Pembatasan waktu juga penting agar anak tidak kecanduan gadget dimana dapat menimbulkan masalah seperti sulit untuk berkonsentrasi, sulit untuk fokus, gangguan kognitif, rangsang yang berlebihan diawal perkembangan, kurang bergerak dan lainnya Jika anak memiliki kebiasaan untuk menonton saat makan mulailah untuk membatasi waktu menonton, selain menghindari kecanduan gadget juga untuk membiasakan anak fokus menghabiskan makanannya. Bukan tidak mungkin anak akan kesulitan untuk mau makan jika tidak diberi tontonan nantinya, anak dapat timbul GTM jika tidak diberi tontonan saat makan. Gangguan konsentrasi pada anak saat menonton sambil makan sendiri dapat membuatanak cenderung mengalihkan perhatian seperti anak kurang fokus untuk mengunyah dan mencerna makanannya sehingga dapat menghambat proses makan, selain itu anak kurang dapat belajar makan dengan baik dan dapat sulit fokus pada satu kegiatan serta sulit untuk menerapkan aturan lain nantinya. Semoga bermanfaat,;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
158;Halo, terimakasih atas pertanyaannya untuk Alodokter Pertama-tama, sebaiknya anda menjelaskan terlebih dahulu, pemeriksaan apa yang dilakukan di bidan untuk mengetahui panjang janin anda tersebut. Untuk bisa mengetahui secara akurat panjang janin, harus dilakukan pemeriksaan USG. USG yang umumnya diajarkan pada bidan hanyalah USG dasar saja yang hanya digunakan untuk melihat kondisi kesehatan janin secara umum (misalnya melihat denyut jantung janin, melihat pergerakan, dll), namun untuk pengukuran-pengukuran (seperti pengukuran panjang janin, lingkar kepala, panjang femur, dll), USG harus dilakukan di dokter kandungan. Di usia 20 minggu ke atas, pengukuran panjang janin dilakukan dari puncak kepala hingga ke tumit, dan panjang janin normal di usia 22 minggu adalah berkisar 27.8 cm, sementara di usia 24 minggu adalah berkisar 30 cm. Untuk saat ini, sebaiknya anda tidak perlu terlalu khawatir terlebih dahulu karena kemungkinan pengukuran yang dilakukan di bidan memang tidak tepat. Lakukan pemeriksaan USG hanya di  dokter kandungan  saja untuk mendapatkan informasi kesehatan janin lebih lengkap. Anda disarankan untuk melakukan USG ke dokter kandungan setidaknya 2 kali sepanjang kehamilan anda, yaitu di trimester pertama dan di trimester ketiga. Sekian informasi dari saya, semoga cukup menjawab;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
159;Hallo Budi,Nyeri di daerah dada bisa disebabkan oleh beberapa hal:   Sakit maag  /  dyspepsia   Asam lambung naik ( heartburn/ GER )   Tukak lambung   Infeksi selaput paru-paru   Penyakit jantung Rasa sesak di daerah dada bukan hanya disebabkan oleh penyakit pada paru-paru ataupun jantung. Seringkali rasa sesak atau nyeri di dada disebabkan oleh gangguan pencernaan. Salah satunya adalah saat produksi asam lambung meningkat. Bila perut kosong atau saat tubuh sedang stress atau kelelahan, pertahanan lambung berkurang sehingga asam lambung yang meningkat ini dengan mudah mengiritasi dan menyebabkan rasa nyeri. Karena lambung manusia terletak di daerah perut bagian atas berbatasan langsung dengan dada, maka saat teriritasi oleh asam lambung ini dada juga dapat terasa nyeri atau sesak. Gejala yang sama juga dapat ditimbulkan bila asam lambung ini naik ke saluran yang lebih atas yaitu kerongkongan. Saat hal ini terjadi, dada dapat terasa panas dan mungkin seperti sesak, hal ini biasa dikenal dengan istilah  heartburn atau  menjadi salah satu gejala Gastro  Esophagal Reflux  (GER). Faktor risiko yang menyebabkan hal ini adalah kebiasaan makan yang tidak teratur, kebiasaan makan-makanan terlalu pedas atau asam, merokok, dan faktor keturunan. Produksi asam lambung yang terlalu meningkat juga mungkin bisa menyebabkan gangguan pencernaan lainnya seperti perut kembung atau diare.Pada infeksi paru-paru, gejala yang ditimbulkan biasanya meliputi gejala yang bersangkutan dengan sistem pernapasan, seperti batuk atau sesak napas. Infeksi paru biasanya juga akan menimbulkan gejala lain seperti demam, badan meriang dan lain-lain.Bila nyeri dada yang Anda rasakan sering berulang dan sudah dirasakan mengganggu, Anda harus mengkonsultasikan diri ke Dokter atau Ahli Penyakit Dalam. Selain dilakukan pemeriksaan fisik, pemeriksaan seperti  endoskopi  atau rekam jantung mungkin diperlukan untuk penegakkan diagnosa.Tips yang dapat Anda lakukan:   Biasakan makan teratur   Porsi makan lebih kecil namun sering   Hindari makanan yang mengiritasi seperti asam atau pedas   Hindari makanan yang mengandung pengawet atau bahan kimia   Perbanyak konsumsi air putih (minimal 2L/hari) Artikel tentang  cara mengobati asam lambung yang bisa Anda lakukan di rumah  juga mungkin dapat bermanfaat untuk Anda.Sekian, semoga bermanfaat.dr. Radius Kusuma;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
160;Alo, Terimakasih atas pertanyaan anda di Alodokter. Rapid test covid 19 merupakan suatu prosedur yang di gunakan untuk melakukan pemeriksaan skrining pada orang yang mungkin terkena virus covid 19. Namun, pemeriksaan ini harus di tegakkan lagi dengan pemeriksaan PCR atau Swab, guna untuk melihat apakah virus benar adanya berada di dalam tubuh.  Karena rapid tes hanya mendeteksi antibodi yang muncul setelah tubuh terpapar covid 19. Antibodi tersebut adalah igM dan IgG yang mana kedua antibodi itu akan muncul setelah tubuh terinfeksi covid selama 14 hari. Apabila anda terinfeksi covid kurang dari 14 hari dan kemudian di periksa rapid, maka hasil yang keluar bisa jadi negatif. Oleh sebab itu, orang yang mengalami gejala namun rapid negatif harus tetap di lakukan pemeriksaan swab.  Perlu di ketahui, rapid tes hanya mendeteksi virus covid 19. Bukan mendeteksi bakteri atau virus lain. Terlebih lagi sinusitis. Sinusitis merupakan suatu peradangan rongga sinus yg dapat di sebabkan karena bakteri. Oelh sebab itu, apabila hasil yang keluar postif itu bukan karena sinusitis anda.  Agar terhindar dari virus covid 19, selalu terapkan pola hidup bersih dan sehat.  Semoga bermanfaat. Sehat selalu.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
161;Halo Effan, Buerger disease atau  tromboangitis obliterans   merupakan penyakit jarang yang ditandai dengan sumbatan pada pembulluh darah di tangan atau kaki yang menyebabkan peradangan dan pembengkakan pada pembuluh darah yang kemudian pembuluh menjadi tersumbat oleh bekuan darah. Penyakit ini dapat menimbulkan rasa nyeri akibat berkurangnya aliran darah ke tangan dan kaki serta menyebabkan kerusakan jaringan, pada kasus yang lebih berat dapat menimbulkan kematian jaringan. Beberapa hal yang dapat mengurangi gejala dari penyakit ini adalah dengan: Berhenti  merokok,  karena  tembakau  dan nikkotin dianggap sebagai pemicu utama penyakit ini Jika sudah cukup berat maka operasi dapat dilakukan untuk menekan infeksi dan mengontrol rasa sakit dengan melakukan operasi  sympathectomy  Memijat lembut daerah yang terkena untuk meningkatkan sirkulasi darah, menggunakan alas pelindung kaki, mengonsumsi cukup cairan, menghindari terlalu lama berdiri, dan mengonsumsi obat secara rutin dapat membantu untuk mengurangi gejala yang timbul Periksakan kondisi Anda secara berkala pada dokter atau dokter ahli pembuluh darah untuk memantau perkembangan kondisi Anda. Karena tentunya diperlukan pemeriksaan secara langsung untuk menilai kondisi dan penanganan yang selanjutnya akan diberikan. Semoga bermanfaat, dr. Adhi P.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
162;Selamat malam Atikah, terima kasih telah bertanya di Alodokter.  Amandel, atau disebut juga tonsil  dalam istilah kedokteran, adalah struktur yang terdapat pada bagian kiri dan kanan didalam mulut, dan berfungsi sebagai pencegah infeksi, terutama pada anak-anak. Seiring perkembangan umur, sistem kekebalan tubuh seseorang semakin kuat, dan peran tonsil ini akan semakin tergantikan. Ketika sudah betul-betul tergantikan dan tidak dibutuhkan kedua kelenjar ini akan berangsur-angsur menyusut. Ketika kedua tonsil ini terinfeksi, baik oleh bakteri maupun oleh virus, kedua kelenjar ini akan membesar. Dan ketika ukurannya terlalu besar sehingga menimbulkan gejala berupa tidur yang mendengkur, sering terbangun ketika tidur, sering tersedak dan semacamnya, maka penanganannya adalah dengan cara operasi. Gambar di bawah ini menunjukkan derajat pembesaran tonsil, dan biasanya operasi mulai dibutuhkan pada kondisi ke-3 dan ke-4. Hal ini penting karena seperti yang Anda lihat, ukuran tonsil pada gambar ke 3 dan ke 4 sudah mulai menghalangi sebagian besar rongga mulut yang ada. Kemudian mengenai pertanyaan Anda berikutnya, setelah amandel diangkat, karena ini bukan struktur yang dapat tumbuh kembali seperti rambut atau bulu, tidak akan mungkin terjadi kekambuhan atau tonsil itu kembali. Setiap orang pasti hanya akan melakukan satu kali pengangkatan tonsil dalam seumur hidupnya. Lalu untuk pantangan, setelah Anda menjalani operasi, pantangannya bisa berupa larangan untuk terlalu banyak berbicara, makan makanan yang terlalu panas dan bertepi tajam atau membutuhkan banyak kunyahan, tapi ini relatif dan hanya untuk sementara waktu. Setelah Anda pulih, tidak ada pantangan sama sekali. Untuk pemulihannya pun tergantung masing-masing orang, biasanya tidak lebih dari seminggu. Sekian, semoga menjawab pertanyaan Anda.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
163;Alo webcell, Terimakasih telah bertanya ke Alodokter. Nyeri kepala ,  punggung , dan  perut  yang muncul terutama di sekitar jadwal menstruasi, disertai demam dan mual, besar kemungkinan memang terjadi akibat fluktuasi hormonal yang dipengaruhi menstruasi, atau disebut juga dengan  pre menstrual syndrome  (PMS). Kondisi ini, bisa muncul dengan intensitas yang ringan, namun bisa juga terasa sangat mengganggu hingga membatasi aktifitas Anda yang ringan sekalipun. Menurut banyak sumber, keluhan akibat ini bisa memberat terutama bila Anda jarang berolahraga, mengalami tekanan fisik atau mental yang cukup berat, atau juga menderita penyakit tertentu, seperti endometriosis, adenomiosis, mioma, polip rahim, radang panggul, hamil ektopik, dan sebagainya. Kondisi Anda, jika terasa amat mengganggu, sebaiknya diperiksakan langsung ke dokter atau  dokter spesialis kandungan . Pemeriksaan lanjutan, seperti USG, HSG, dan sebagainya bisa juga dokter lakukan agar keluhan Anda diketahui jelas penyebabnya. Pemeriksaan ini penting juga fungsinya untuk menyingkirkan kemungkinan gangguan pada sistem organ lain yang bisa memicu keluhan serupa, misalnya keracunan makanan, ileus obstruktif, fibromyalgia, infeksi virus atau bakteri, gangguan psikosomatis, dan sebagainya. Bila ternyata keluhan Anda diketahui tidak berkaitan dengan gangguan organ reproduksi, dokter bisa juga merujuk Anda ke dokter spesialis lain yang tepat. Sementara ini, Anda bisa lakukan dulu: Aplikasikan kompres hangat di area tubuh yang nyeri Perbanyak istirahat Makan dengan teratur, porsi sedikit namun sering Kurangi makanan yang terlalu asam, pedas, berminyak, bersantan, dan mengandung banyak gas agar mual membaik Minum obat paracetamol untuk membantu mengurangi nyeri Jangan terlalu banyak pikiran Teratur berolahraga setiap 1-2 hari sekali Minum air hangat lebih banyak Semoga membantu ya..;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
164;Hai Shintya. Keputihan memang ada 2 jenis yakni normal dan tidak normal. Keputihan yang normal yakni keputihan yang berwarna bening sampai putih, yang tidak berbau ataupun tidak gatal. Hal ini biasanya terjadi menjelang menstruasi, kelelahan, saat masa subur, kehamilan ataupun menopause.  Sedangkan kondisi keputihan yang di luar kriteria tersebut secara umum dapat disebabkan oleh  1.  Trikomoniasis  2.  Vaginosis bakterial 3.  Candidiasis 4.  Kanker serviks   5.  Gonore Konsultasikan dengan dokter mengenai kondisi yang anda alami untuk penanganan dan informasi lebih lanjut. Pemeriksaan fisik dimana menilai keputihan secara langsung dapat membantu. Pemeriksaan lain seperti pemeriksaan keputihan dibawah mikroskop juga dapat membantu. Hal yang dapat anda lakukan yakni  1. Hindari berbagi barang pribadi dengan orang lain  2. Hindari penggunaan douche atau cairan pencuci vagina ataupun sabun berpewangi ketika akan membersihkan daerah kewanitaan  3. Jaga daerah kewanitaan tetap kering dan hindari penggunaan celana yang terlalu ketat ataupun celana yang bahannya tidak menyerap keringat  4. Menjaga pola hidup sehat dengan istirahat cukup dan kelola stres  5. Hindari hubungan seksual beresiko seperti dengan banyak pasangan Penanganan spesifik tergantung dari penyebab yang mendasari. Berikut mengenai  keputihan . Semoga bermanfaat dan terima kasih. Salam, dr Alyssa;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
165;Alo, terimakasih atas pertanyaannya. Menstruasi sewajarnya terjadi tidak lebih dari 35 hari sekali. Jika menstruasi Anda tidak terjadi hingga lebih dari 3 bulan, maka kondisi ini sudah digolongkan sebagai  amenorrhea . Kondisi ini bisa terjadi karena beragam faktor, seperti: Hamil atau gangguan kehamilan (seperti hamil anggur, hamil ektopik) Stres, sedih, cemas berlebihan Gaya hidup tidak sehat, seperti kurang tidur, malas olahraga, olahraga berlebihan, gangguan pola makan, mengkonsumsi alkohol, merokok, menyalahgunakan narkoba Efek samping obat atau KB Penyakit tertentu, seperti kista ovarium, hiper atau hipotiroidisme, tumor kelenjar hipofisis, sindroma Asherman, kelainan genetik, dan penyakit kronis lainnya Kondisi Anda sepatutnya tidak didiamkan begitu saja. Pergilah periksa langsung ke dokter atau  dokter kandungan  terdekat agar kondisi Anda bisa dievaluasi mendalam, seperti dengan pemeriksaan USG, tes hormon, dan tes penunjang lain. Dari sini, nantinya dokter bisa memberi Anda saran penanganan yang tepat. Untuk saat ini, Anda bisa perbaiki pola tidur Anda (tidurlah lebih teratur 6-9 jam sehari), makan lebih banyak makanan kaya antioksidan (seperti biji-bijian, sayur, buah), jaga berat badan ideal, tidak berlebihan makan makanan instan dan berpengawet, kelola emosi Anda dengan bijaksana, dan jangan sembarangan Anda mengkonsumsi obat atau jamu tanpa saran dari dokter. Semoga membantu ya..;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
166;"Halo,Benjolan pada payudara tidak selalu disebabkan oleh kanker, untuk dapat mengetahui pasti penyebabnya Anda disarankan untuk melakukan pemeriksaan langsung ke dokter. \u0026lt;span style=\line-height: 1.5;\\u0026gt;Dokter akan melakukan pemeriksaan fisik dan pemeriksaan penunjang seperti USG payudara atau Mammografi untuk dapat mendeteksi penyebab benjolan tersebut sehingga Anda mendapatkan penanganan yang tepat.\u0026lt;/span\u0026gt;Benjolan di payudara bisa saja disebabkan oleh karena :   Kista   Pembesaran kelenjar   Infeksi bakteri   Fibroadenoma   dsb Rasa sakit yang muncul mungkin saja merupakan gejala penyerta dari benjolan tersebut. Jika disebabkan oleh karena keganasan umumnya benjolan bersifat :   Teraba keras, tidak dapat digerakan dari dasarnya dan jarang disertai rasa sakit   Puting susu tertarik ke dalam   Puting susu dapat mengeluarkan cairan bercampur darah   Kadang terdapat penebalan kulit   Dapat disertai dengan benjolan pada kelenjar getah bening di ketiak atau bagian tubuh lain Beberapa artikel yang dapat Anda baca : Benjolan payudara Benjolan payudara belum tentu kanker Periksa payudara sendiri Semoga membantu,dr. Rievia";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
167;Terima kasih telah bertanya di ALodokter.com Kondisi yang terjadi pada payudara Anda kemungkinan disebabkan oleh adanya infeksi atau peradangan pada jaringan payudara, kelenjar susu, ataupun kulit permukaan payudara. Tanda peradangan yang terjadi adalah berupa bengkak, kemerahan, nyeri dan panas saat perabaan, dan dapat menimbulkan nanah atau cairan putih kekuningan. Kanker payudara biasanya memiliki gejala berupa : Benjolan keras, berbeda dengan daerah sekitarnya, tidak sakit, tidak bergeser jika ditekan Perubahan ukuran dan bentuk payudara Puting susu mengeluarkan cairan seperti darah Kulit sekitar payudara terlihat seperti jeruk Untuk memastikan kondisi Anda, disarankan agar memeriksakan diri ke dokter secara langsung. Dokter akan menanyakan mengenai riwayat anda dan keluarga, kemudian melakukan pemeriksaan fisik untuk mengetahui tipe dari benjolan tersebut, dan juga pemeriksaan penunjang berupa usg, mamografi, atau biopsi jika diperlukan. Berikut beberapa tips yang dapat Anda lakukan : SADARI (Periksa Payudara Sendiri) : dilakukan 7 hari setelah menstruasi berakhir, dengan meraba daerah payudara searah jarum jam dengan posisi tangan terlipat ke atas. Makan makanan bergizi seperti sayur dan buah-buahan Istirahat dan olah raga teratur Segera ke dokter jika ditemukan keanehan yang tidak biasa pada payudara anda. Semoga bermanfaat, dr.Previyanti;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
168;Halo Muhammad Fajri,Fordyce spot atau disebut juga granula Fordyce adalah benjolan-benjolan kecil berwarna merah muda hingga putih kekuningan dan tidak nyeri. Benjolan-benjolan ini bisa ditemukan di batang penis, skrotum, bibir vagina, atau batas  vermillion  dari bibir.Fordyce spot sebenarnya merupakan kelenjar minyak yang tidak berada di folikel rambut (dimana normalnya kelenjar minyak ditemukan di sekitar folikel rambut). Benjolan-benjolan kecil ini tidak terkait dengan penyakit, infeksi, atau kondisi lainnya.Fordyce spot umumnya tidak menimbulkan gejala dan tidak membutuhkan penanganan khusus. Namun bagi Anda yang merasa terganggu dengan kehadirannya, Anda bisa berkonsultasi dengan dokter spesialis kulit dan kelamin. Penanganan umumnya dengan prosedur medis, seperti elektro desiccation, laser, dan teknik mikro-punch. Diskusikanlah dengan dokter yang memeriksan AndaSilahkan baca artikel tentang fordyce spot  di sini Salamdr.Lili;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
169;Hai Muria Perti, Benjolan yang terdapat di area depan leher, dapat disebabkan oleh beberapa hal, diantaranya: kelenjar getah bening yang membesar, umumnya akibat infeksi Gangguan pada kelenjar tiroid, bisa diakibatkan oleh gondok, kista, tiroiditis, dan proses keganasan limfoma TB kelenjar Jika pada pemeriksaan sebelumnya sudah didiagnosa dengan kista tiroid,, maka akan diperlukan pemeriksaan lebih lanjut untuk mengetahui jenis  benjolan di tiroid  tersebut.  Umumnya, benjolan di tiroid dapat terdiri atas: Penyakit Gondok, Peradangan pada kelenjar tiroid, tumor jinak di tiroid, dan kemudian proses keganasan. Riwayat benjolan mengeras, membesar disertai demam dan nyeri dapat saja merujuk pada tiroiditis atau proses keganasan. Anda dapat berdiskusi lebih lanjut tentang hal ini dengan dokter yang memeriksa Anda. Kami sangat menyarankan agar Anda memeriksakan hal ini  segera, tanpa menunda nunda. Agar dapat dilakukan tindakan lebih awal dan tidak berpotensi bahaya bagi Anda. Pemeriksaan yang mungkin dianjurkan dapat berupa USG tiroid, biopsi, scan nuclear, dan pemeriksaan molekular diagnostik.  Saran kami: Hindari memegang benjolan atau menekan nekannya sering sering Lakukan pemeriksaan dan kontrol secara teratur ke dokter Makan makanan cukup nutrisi setiap harinya Demikian, semoga dapat membantu Anda;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
170;Terima kasih telah bertanya di Alodokter.com Nyeri kencing setelah berhubungan intim merupakan keluhan yang sering terjadi. Hal ini disebabkan oleh adanya tekanan pada kandung kemih saat berhubungan intim dan juga kebersihan organ intim yang kurang. Selain itu, adapun penyebab lainnya adalah : Infeksi saluran kemih Uretritis, yaitu peradangan pada uretra.  Penyakit radang panggul, yaitu infeksi pada organ reproduksi wanita  Vaginitis atau infeksi vagina biasanya akibat bakteri dimana keluhan yang terjadi adalah keputihan dengan bau tidak sedap dan berwarna kuning hingga hijau  Penyakit menular seksual seperti gonore  Untuk mengetahui penyebab dan jenis dari kelainan diri Anda, diperlukan pemeriksaan dan pengamatan langsung oleh dokter. Pemeriksaan tambahan seperti tes darah atau tes kencing hingga USG akan dianjurkan bila perlu. Jika penyebab pasti telah diketahui, maka pengobatan yang diberikan akan akurat dan tepat sasaran sehingga Anda akan cepat sembuh.  Berikut beberapa tips yang dapat Anda terapkan : membersihkan kelamin dari arah depan ke belakang (vagina ke anus),  jangan suka menahan kencing,  tidak memakai sabun-sabun khusus pembersih vagina karena dapat mematikan bakteri baik dalam vagina,  memakai celana dalam berbahan katun sehingga dapat menyerap keringat dan tidak lembab serta  banyak minum air putih.  Semoga bermanfaat, dr.Previyanti;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
171;Alo! Terimakasih telah menggunakan layanan konsultasi Alodokter Kami mengerti kekhawatiran yang anda rasakan Nyeri pada perut kiri yang dekat dengan tulang rusuk kemungkinan dapat disebabkan oleh masalah pada lambung.  Berbagai jenis penyakit pada lambung, antara lain : Dispepsia Gastritis Tukak lambung GERD ( gastroesofageal refluks) Gastroenteritis / infeksi pada saluran pencernaan Terkait dengan keluhan yang dirasakan oleh anak anda, diperlukan informasi lebih lengkap terkait kapan operasi usus buntu dilakukan, jenis obat obatan apa yang dikonsumsi selama perawatan pasca operasi, apakah terdapat keluhan lain yang menyertai seperti mual, muntah, perut kembung, diare, konstipasi /sulit buang air besar serta BAB berdarah berwarna kehitaman.  Penggunaan obat obatan penghilang nyeri, obat anestesi, maupun obat obatan yang diminum dan di berikan selama perawatan rentan sekali menyebabkan iritasi pada lambung. Faktor lainnya seperti pola makan pada anak dan stress / gangguan psikologis seperti cemas maupun gelisah yang mungkin anak rasakan dapat mempengaruhi timbulnya gejala.  Untuk mengetahui lebih lanjut terkait dengan penyakit yang anak anda alami, sebaiknya lakukanlah pemeriksaan ke dokter terdekat atau dokter spesialis anak untuk mendapatkan evaluasi yang lebih lengkap serta pemberian tatalaksana yang tepat.  Berikanlah nutrisi yang bergizi dan sehat, perbanyaklah konsumsi air putih, berikanlah waktu istirahat untuk anak, dan lebih diperhatikan kembali jenis obat obatan yang berpotensi menyebabkan gangguan pada lambung.  Demikian informasi yang dapat kami sampaikan, semoga membantu;1;0;1;1;1;1;;;;;;;;;;;;;;;;;
172;Halo  Terimakasih telah menggunakan layanan konsultasi alodokter   Postinor merupakan salah satu kontrasepsi darurat, yaitu obat yang dikonsumsi untuk mencegah kehamilan pasca melakukan hubungan seksual. Postinor mengandung hormon sintetis levonogestrel , dan hanya diperbolehkan untuk digunakan sebagai kontrasepsi darurat bila pertahanan kehamilan sebelumnyaa tidak mampu digunakan, misalnya kondom bocor atau setelah perbuatan asusila yang tidak diinginkan. Penggunaan obat ini disarankan 1 tablet dalam sekali pemakaian dan tidak boleh melebihi 2 tablet dalam satu bulan. Efekifitas meningkat jika dikonsumsi dalam waktu 24 jam pasca hubungan terjadi dan semakin menurun dalam waktu 72 jam. Tentu saja obat ini akan menimbulkan efek samping diantaranya mual, nyeri perut, gangguan pencernaan lainnya, alergi, nyeri pada payudara, perdarahan vagina, nyeri kepala, dll.   Karena obat ini mengandung hormon, maka obat tersebut akan mempengaruhi siklus menstruasi bulanan wanita yang mengkonsumsinya. Sehingga perdarahan yang saat ini masih berlangsung kemungkinan dapat terjadi akibat pengaruh kontrasepsi yang dikonsumsi.   Perlu diketahui bahwa peluang kehamilan tinggi terjadi saat masa subur tiba. Masa subur merupakan masa saat sel telur dilepaskan dari ovarium untuk siap dibuahi oleh sperma. Sel telur wanita hanya mampu bertahan selama 24jam setelah dikeluarkan dari ovarium, berbeda dengan sperma yang dapat bertahan 3-5 hari setelah di ejakulasikan. Oleh karena itu, perhitungan siklus menstruasi sangat penting untuk memperkirakan masa subur seorang wanita. Masa subur wanita dihitung 14 hari sebelum masa menstruasi berikutnya terjadi. Apabila siklus haid berlangsung teratur selama 20 hari maka perkiraan masa subur terjadi pada hari ke 6-7 pada siklus menstruasi pasangan anda. Jika saat berhubungan badan dengan pasangan yang sedang mengalami haid, dan mengkonsumsi kontrasepsi pencegah kehamilan maka kecil kemungkinan kehamilan dapat terjadi. Namun hal ini tidak menutup kemungkinan kehamilan dapat terjadi setelahnya walaupun peluang cukup kecil.   Untuk mendapatkan informasi yang lebih lengkap dan relevan, cobalah untuk melakukan diskusi secara langsung dengan dokter spesialis kandungan. Sekian informasi yang dapat saya sampaikan, semoga membantu;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
173;Halo,Garis lurus vertikal pada kuku disebut melanonikiaMelanonikia merupakan garis coklat atau kehitaman pada kuku.  Melanonikia dijumpai pada:   Keadaan normal yang tidak perlu penanganan   Kehamilan   Normal pada ras kulit hitam   trauma di daerah kuku/ perdarahan di bawah kuku   gangguan kuku akibat inflamasi   hiperplasia pigmen yang  jinak   kekurangan vitamin B12   Penyakit yang mendasarinya, yaitu hipertiroid,  lupus  (SLE)   Kelainan kulit, misalnya ada  psoriasis , infeksi jamur   Melanoma  subungual yaitu kanker pigmen kulit di bawah kuku Anda harus hati-hati terhadap kemungkinan melanoma jika:   Anda berada pada usia dekade ke-5   Lebar garis lebih dari 3mm   Garis hitam tersebut di ibu jari   Riwayat keluarga dengan melanoma/ kanker kulit   Garis hitam coklat tersebut meluas ke lapisan sekitarnya mendekati lipatan kuku   Seiring waktu, garis tersebut mengalami perubahan warna, bentuk Anda dapat berkonsultasi lebih lanjut dengan dokter kulit. Dokter akan melakukan pemeriksaan daerah kuku dan lab serta biopsi jika diperlukan.Diskusi berikut ini dapat membantu, Diskusi tanda hitam pada kuku Semoga membantu,dr.Miranti Iskandar;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
