Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 x9dpara bajingan yang telah melukai lady harus menerima ganjaran seratus kali lipat sanji selamat ulang tahun pelaut jkt48 ,0,1,0,0,0,0,0,0,0,0,0,0
ajakan menolak berita hoaks dan sukseskan pilihan kepala daerah di wilayah kota kediri ,0,0,0,0,0,0,0,0,0,0,0,0
 presiden ri jokowi luar biasa kerja nya tulus ikhlas untuk rakyat bersama jokowi,0,0,0,0,0,0,0,0,0,0,0,0
edan memang tujuannya fabiano ,0,1,0,0,0,0,0,0,0,0,0,0
tidak pernah mendalami al alquran ya bang pantas saja mulutnya kayak orang kafir bejat hina farhat abbas law ,1,1,1,0,1,0,1,0,0,1,0,0
sangat terlihat beda sekali kewibawaannya yang sangat berwibawa cuma gubernur indonesia masya allah ,0,0,0,0,0,0,0,0,0,0,0,0
anjir baru kali ini lihat orang bego mau debat pilihan kepala daerah kerjanya menyerang karakter kecewa on kamu empok silvy and agus debat final pemilihan kepala daerah jakarta,1,1,0,1,0,0,0,0,1,0,1,0
 gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan pese a rakercabsu ,0,0,0,0,0,0,0,0,0,0,0,0
 apa iya islam itu tidak boleh di lokalisasi lah kristen saja mas ada nusantaranya mas lihat saja di gereja di bandung ada yang pakai gamelan dan ada yang khotbah pakai bahas sunda jawa ada huria kristen batak protestan juga kurang nusantara apa ,0,0,0,0,0,0,0,0,0,0,0,0
ciptakan situasi keamanan dan ketertiban masyarakat menjelang pilihan kepala daerah 2018 kepala kepolisian sektor konang silaturahmi ke tokoh masyarakat,0,0,0,0,0,0,0,0,0,0,0,0
 positif kok nse positif respon masyarakat terhadap dan cangkul impor dan garam impor dan beras impor dan jagung impor dan tenaga kerja impor dan esemka impor dan dan ,0,0,0,0,0,0,0,0,0,0,0,0
 kata sembahyang mengadopsi tradisi lokal pada masa pekerjaan hindu dan istilah xa0sembahyang xa0pun lahir dari tradisi ritus xa0menyembahhyang yang tunggal sama dengan xa0shalat menyembah all,0,0,0,0,0,0,0,0,0,0,0,0
 ahok the best abaikan kaum kampret otak micin ,1,1,0,1,0,0,0,0,1,0,1,0
 sih otak tempurung adalah tidak usah di meladeni semakin di lawan semakin belum dan dungu dan kalau tidak begitu dia tidak makan hehe ,1,1,1,0,0,0,0,0,1,1,0,0
pinokio umur 3 tahunan itu 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
 cerita silat lae semacam kho merah muda oh yang dari indonesia tapi liang ie shen penulis dari cina ,0,0,0,0,0,0,0,0,0,0,0,0
 benci sekali dengan umat islam,1,0,0,1,1,0,0,0,0,0,1,0
 provokasi mayat politisasi agama penyebab kekalahan pilihan kepala daerah daerah khusus ibukota beginilah cara cebong mendeskripsikan kekalahan junjungannya for your information ahok belum pernah ikut pemilihan apapun kecamatan jadi wakil dan dia bukanlah etnis mayoritas,1,1,1,0,0,1,0,0,0,1,0,0
 dari pada gue nete ,0,1,0,0,0,0,0,0,0,0,0,0
 wkwk bani lowo ,1,1,0,1,0,0,0,0,1,0,1,0
takabur bisa lahir dari siapa saja penguasa rakyat ulama maupun cendikia bahkan iblis makhluk yang alim amp telah beribadah beratus ratus tahun dilaknat karena hasud takaburnya apalagi hanya seorang ahli ilmu filsafat yang tidak failosof mari kita demo diri sendi,0,0,0,0,0,0,0,0,0,0,0,0
a orang yang suka ke konser konser sedikit boros ,0,0,0,0,0,0,0,0,0,0,0,0
 sampai kapan makan racun banyak ulama yang mengatakan hukum rokok mubah dan ada juga ,0,0,0,0,0,0,0,0,0,0,0,0
susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa bagus khofifah emil nomor satu,0,0,0,0,0,0,0,0,0,0,0,0
 sudah biasa kali gue penggemar korea pop tapi kalau mengomong sama teman teman gue idol gue banci homo ,1,1,1,0,0,0,0,1,0,1,0,0
saya suka video awal kisah perseteruan haji bolot amp malih tongtong ,0,0,0,0,0,0,0,0,0,0,0,0
budaya kafir bersungguh kalau hal hal islam tidak diindahkan ,0,0,0,0,0,0,0,0,0,0,0,0
 kalau kamu ateis apa sibuk dengan agama orang ,0,0,0,0,0,0,0,0,0,0,0,0
lengserkan jokowi bangsat ,1,1,1,0,0,0,0,0,1,0,0,1
 bajingan homo hati hati terhadap anak anak kita terutama di kamar mandi laki laki jangan biarkan sendiri ,1,1,1,0,0,0,0,1,0,1,0,0
 iya cocot ,1,1,1,0,0,0,0,0,1,1,0,0
 karena budaya indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
 yang mengajarkan salat a saja itu orang asing dia hanya ingin memecah belah islam ,0,0,0,0,0,0,0,0,0,0,0,0
 x kamu berbicara saja tidak benar bangkai ,1,1,1,0,0,0,0,0,1,1,0,0
 kita semua tidak pernah akan memercayai yang negara kita di suatu hari nanti akan dijajah oleh ke ranah terdapat kasus kasus pembubaran sistem sistem beraja di negara kita kini untuk menjadikan sebagai negara republik komunis padahal negara negara penjaja,0,0,0,0,0,0,0,0,0,0,0,0
tapi masih menikmati kebijakan yang dulu diusulkan partai komunis indonesia lah iya apa ,1,0,0,1,0,1,0,0,0,0,1,0
kalau seumpama orang cina di usir paksa dari indonesia bagaimana,1,0,0,1,0,1,0,0,0,0,1,0
 bunda ngentot yuk ,0,1,0,0,0,0,0,0,0,0,0,0
 cina babi cina maling dan usir cina hypertext transfer protocol over secure socket layer t co 9y4hiwhjp2,1,1,0,1,0,1,0,0,0,0,0,1
bung karno anti asing dan beliau dari jawa coba deh adakan konsensus lebih banyak mana jawa yang anti asing atau pro asing karena kebo ohannya dan kalau kami keliru kami tutup akun ,0,0,0,0,0,0,0,0,0,0,0,0
 wajar saja lihat saja tingkah beberapa petinggi negeri ini yang suka mencampur bahas indonesia dengan bahas asing setiap kali bicara ,0,0,0,0,0,0,0,0,0,0,0,0
ab pribadi yang senang berkompetisi dalam hal yang baik dan positif,0,0,0,0,0,0,0,0,0,0,0,0
 suka menutup mata tidak ditutup pun sudah terlihat te utup gara gara sipit ,0,0,0,0,0,0,0,0,0,0,0,0
 saya sebagai muslim tidak merasa pak menistakan kitab suci alquran an karena dalam alquran an sendiri ada beberapa suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam tetapi kami yaitu kata tersebut ada makna yang tersirat fiksi yang belum,0,0,0,0,0,0,0,0,0,0,0,0
bentar lagi gue rilis album the onta si wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
 ada cebong bang dia merasa paling benar ,1,1,1,0,0,0,0,0,1,1,0,0
najis banget gue mentwit apa barusan he ,0,1,0,0,0,0,0,0,0,0,0,0
 awas bintitan kamu mengintip titit kucing ,0,1,0,0,0,0,0,0,0,0,0,0
 bawel bawa perasaan bolot baik bodor enggak jelas wkwk apa ya sudah itu saja deh ,0,1,0,0,0,0,0,0,0,0,0,0
 gue menyarankan tidak perlu banyak bacot maling ayat langsung to the point saja kamu jadi orang yang tidak sepaham kamu teriaki saja kafir sesat liberal pemuja dukun bla blaaa pasti hatimu puas deh ,1,1,1,0,1,0,0,0,0,1,0,0
jangan salah target bukan ahok agenda utama lengserkan jokowi ,1,0,1,0,0,0,0,0,1,0,0,1
 masa baru kena tagar saja sudah kepanasan ingin tahu banget 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
maju kamu sini duit tapi kamu goyang kaki tak buat pape mana lah duit nak maju kat kamu bodoh ,0,1,0,0,0,0,0,0,0,0,0,0
 huria kristen batak protestan berdiri itu sejak pecahnya kristen katolik pada zaman penjajahan belanda dulu tidak ada yang namanya kristen protestan yang ada cuma kristen katolik terjadilah perpecahan dan berdirilah huria kristen batak protestan yang p sama kali di tarutung dan nah sekarang anda saya k,0,0,0,0,0,0,0,0,0,0,0,0
apa apa banyak baca biar pintar jepang amerika cina utang sama siapa anda tau tidak ,0,0,0,0,0,0,0,0,0,0,0,0
prabowo sudah kalah menyebut bantuan jokowi hanya pencitraan adalah ratapan pilu,1,0,1,0,0,0,0,0,1,1,0,0
 dan yang takut dengan azan adalah iblis ,0,0,0,0,0,0,0,0,0,0,0,0
 yang goblok itu adalah bani cebong tukang tipu penjilat penguasa yang ketahuan gerakan masa yang dibayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal ,1,1,0,1,0,0,0,0,1,0,1,0
 wah cebong sewot dan ,1,1,1,0,0,0,0,0,1,1,0,0
2 gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,0,0,0,0,0,0,0,0,0,0,0,0
padahal gubernur saat ini djarot mayoritas pak ai politik di dewan perwakilan rakyat daerah juga pendukung ahok djarot payah ya mereka ,1,0,1,0,0,0,0,0,1,1,0,0
 rezim rusak bukan memperbaiki sistemnya malah sibuk cari cari kesalahan kalau itu pasti ketemu saja komisi pemberantasan korupsi alatnya besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi orangnya ,0,0,0,0,0,0,0,0,0,0,0,0
saat orang orang saling menuding antek asing asing sesungguhnya be epuk tangan ,0,0,0,0,0,0,0,0,0,0,0,0
 nah lah katanya anti asing ,0,0,0,0,0,0,0,0,0,0,0,0
 yang saya ketahui bahwa diketapang banyak tenaga kerja asing asing yang bekerja di berbagai perusahaan termasuk pt who tambang bauksit yang viral saat pemilihan presiden dulu dan bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya tidak,0,0,0,0,0,0,0,0,0,0,0,0
 anak pecun tidak jauh jauh dari hobi zina haha ,1,1,1,0,0,0,0,1,0,1,0,0
 aku bom surat berharga syariah negara ,0,0,0,0,0,0,0,0,0,0,0,0
 istirahat saja pak presiden momentum sudah berlalu saya pernah jadi saksi telinga dan mata awal rapat pembentukan pada di pacitan tahun 2003,0,0,0,0,0,0,0,0,0,0,0,0
pada 1979 house select committee on assassination hsca menemukan cacat investigasi yang dilakukan fbi dan warren commission hsca juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya ,0,0,0,0,0,0,0,0,0,0,0,0
 tak terasa genap 1 tahun mendatang 17 april 2018 akan digelar hajatan pemilihan presiden acara tahunan negara indonesia untuk memilih presiden semoga senantiasa berjalan aman dan lancar amin ,0,0,0,0,0,0,0,0,0,0,0,0
 ian pantat ,0,1,0,0,0,0,0,0,0,0,0,0
pendaftaran calon presiden untuk pemilihan presiden 2019 saja belum dibuka sampai agustus 2018 yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham 2019 ganti presiden ,1,0,0,1,0,0,0,0,1,0,1,0
sih tolol sudah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya cebong ,1,1,1,0,0,1,0,0,0,1,0,0
 2019 ganti presiden secara konstitusional hak setiap rakyat woiii begini nih kalau plonga plongo tapi kelakuan otoriter ,1,1,1,0,0,0,0,0,1,1,0,0
mari kita wujudkan pilihan kepala daerah kota bengkulu 2018 aman dan damai coki adem86 98heru ,0,0,0,0,0,0,0,0,0,0,0,0
mau tanya serius ini sama presiden jokowi kenapa yang ada cuma islam nusantara kenapa tidak ada kristen nusantara buddha hindu bahkan kong hucu nusantara ,0,0,0,0,0,0,0,0,0,0,0,0
kebersamaan pernyataan moeldoko bukti istana takut dengan kebangkitan umat islam,0,0,0,0,0,0,0,0,0,0,0,0
cowok yang jago drasex mana sini ngentot sama adik luvian ,0,1,0,0,0,0,0,0,0,0,0,0
 kroasia itu kafir tau apa belajar sama kafir sudah lupa sama kapling sorga ,1,1,0,1,1,0,0,0,0,0,1,0
gue tau lah bukan yang dulu yang masih culun dan takut semua orang pasti akan berubah perlahan lahan entah itu baik buruk ,0,0,0,0,0,0,0,0,0,0,0,0
pada perang salib dulu itu kerajaan di afrika terbagi dua yakni babilonia pemeluk kristen dan tobaco pemeluk islam ,0,0,0,0,0,0,0,0,0,0,0,0
kejar setoran memang cukup bangsat mana rupiah turun ,1,1,1,0,0,0,0,0,1,1,0,0
semoga ini ada tindak lanjutnya pelaporan terhadap penista agama adek armando akan dilakukan langsung oleh ketua umum front pembela islam kh shobri lubis ke badan reserse kriminal markas besar kepolisian republik indonesia gambir jaka a pusat pada selasa 10 4 pukul 13 00 waktu indonesia bagian barat perhaps ,1,0,1,0,1,0,0,0,0,1,0,0
 bangkai hajar ,1,1,1,0,0,0,0,0,1,0,0,1
 onta mati kalau kebanyakan minum ,1,0,0,1,0,0,0,0,1,0,1,0
 ahok tng mereka terus was was hidupnya ,1,0,1,0,0,0,0,0,1,1,0,0
itu baru di sul teng ini ekses akibat tersandera hutang cina 2019 ganti presiden 2019 presiden baru 2019 tetap jokowi ganti,1,0,1,0,0,0,0,0,1,1,0,0
6 pride yunani hyper x93phania keangkuhan harga diri kesombongan dikenal juga dengan sebutan hubris vanity harga diri yang tinggi dapat mengubah manusia sombong kesombongan membuat manusia terkutuk dimata tuhan dan dapat membuat manusia mencintai dirinya sendiri ,0,0,0,0,0,0,0,0,0,0,0,0
aku be anya tujuan pada hati logikaku yang menjawab tapi hati tak tenang aku be anya pada logika hatiku sedih ku cari jawaban dalam wasiat yang beliau tinggalkan dan aku mulai menjadi terasing dan asing di mata manusia tak apa duhai diri ada,0,0,0,0,0,0,0,0,0,0,0,0
 tak hanya kurang be aji nya komisi pemberantasan korupsi era ini tapi era ini juga komitmen dalam pemberantasan korupsi tidak surat pemberitahuan tahunan di era pak susilo bambang yudhoyono ,1,0,0,1,0,0,0,0,1,0,1,0
 admin tolol di pak ai tolol kenapa ai tolol untuk orang tolol ,1,1,0,1,0,0,0,0,1,0,1,0
 ayu ting ting goyang hot dekat raffi ahmad nagita slavina kampungan norak ,0,1,0,0,0,0,0,0,0,0,0,0
ppp jangan buru buru tolak wacana pilihan kepala daerah lewat dewan perwakilan rakyat daerah,0,0,0,0,0,0,0,0,0,0,0,0
random pagi pagi ada bapak bapak menyamper ke meja kerja terus bertanya pakai bedak apa sih biar mukanya bersih istri saya butek soalnya ingin ku jawab pakai air wudhu tapi ku kristen ,0,0,0,0,0,0,0,0,0,0,0,0
 kok gue kampret ,0,1,0,0,0,0,0,0,0,0,0,0
memek lonte ingin disodok kontol gede ,0,1,0,0,0,0,0,0,0,0,0,0
jokowi saja yang mundur tutup ,1,0,1,0,0,0,0,0,1,1,0,0
 berbicara apa itu mulut kok sepe i banci beli kaca dulu lihat dirimu bro ,1,1,1,0,0,0,0,1,0,1,0,0
 ada amin racist nada amat dani nada ratna sih paiiit nada sih onta nada sih lobang anus jadi jangan takut oi oi kehabisan obat penenang ya ,1,1,1,0,0,0,0,0,1,1,0,0
kabinet berantakan pemecah belah persatuan hanya ada di rezim ini ,1,0,0,1,0,0,0,0,1,0,1,0
ih mengakui lebih pintar dari orang politik mengaca dulu oi tampang kamu saja k xa6k orang bego wkwk ,1,1,1,0,0,0,1,0,0,1,0,0
 partai demokrasi indonesia perjuangan menang dengan menekan perusahaan tambang dengan target proyek yang impossible lalu dilelang murah pada antek cina ntb contoh kasus partai demokrasi indonesia perjuangan mau menang dasar bajingan ,1,1,0,1,0,0,0,0,1,0,1,0
 tidak percaya sama mulut buaya mu bawang ,1,1,1,0,0,0,0,0,1,1,0,0
 jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap bersaing di pemilihan presiden 2019 melawan jokowi,1,1,1,0,0,0,0,1,0,1,0,0
bebal ,0,0,0,0,0,0,0,0,0,0,0,0
5 yang terakhir karena indonesia negara dengan populasi muslim terbesar di dunia yang mana islam saat ini merupakan musuh barat amp komunis karena dapat menghambat agenda dan kepentingan mereka obviously ,0,0,0,0,0,0,0,0,0,0,0,0
 umuh begitu persib persib kunyuk dan ,1,1,0,1,0,0,0,0,1,0,1,0
 buat film muslim pilih ahok mati enggak di disalatkan dijamin laris ,1,0,1,0,0,0,0,0,1,1,0,0
tapi banu banu yahudi itu tentu beda dengan banu banu kristen suriah salah satu perbedaan ada banu yahudi tetap pakai eloah elohim yahwe sedangkan suriah sudah pakai alah allah ,0,0,0,0,0,0,0,0,0,0,0,0
 eh kenapa muka merah merah itu tak dapat cendol ke bukan lah setan cuaca sekarang nih panas ,0,1,0,0,0,0,0,0,0,0,0,0
giat bhayangkara pembina keamanan dan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing pada hari ini rabu 11 april 2018 melaksanakan sambang desa dan tatap muka sekaligus memantau keamanan dan ketertiban masyarakat menuju pilihan kepala daerah 2018 di desa lobusiregar i tepatnya di rumah rudi panjaitan helman siahaan dan hotman siahaan,0,0,0,0,0,0,0,0,0,0,0,0
sayang banget ya melihat perempuan kayak begini tidak ada status apa apa tetapi sudah menempel sama laki laki sana sini aduh nagita slavina blak blak sebut ayu ting ting kampungan viva ,0,1,0,0,0,0,0,0,0,0,0,0
 jangan lupa juga kang umat katolik dan minoritas lainnya diperhatikan gubernur untuk semua golongan bukan satu golongan ,0,0,0,0,0,0,0,0,0,0,0,0
 kan saya bukan cebong sudah dibilangi dari kemarin masih mengeyel situ memaksa saya jadi cebong ,1,1,1,0,0,0,0,0,1,1,0,0
 kelemahan gerindra itu ada di orang ini prabowo turun elektabilitasnya karena congor fadli zon surat pemberitahuan tahunan durno ,1,1,1,0,0,0,0,0,1,1,0,0
ayah pres badar dan nuqaba paling boekkk dia nih hebat dalam bidang agama x takut natural killer tegur member sendiri dan selalu buat lawak hambar yang paling aku ingat sampai sekarang lawak dia kalau orang cukup jom gerak sekarang dia akan gerakan badan dia yang chubby itu ,0,0,0,0,0,0,0,0,0,0,0,0
 seorang anak pekan telah mengilhamkan dasar ekonomi baru deb dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar beliau adalah allah ya rahman tun abdul razak ds malaysia memilih hogohundi,0,0,0,0,0,0,0,0,0,0,0,0
 haha sialaaan nih sih ternyata kalau lagi lapar presiden juga mau disikat sama dia ,0,0,0,0,0,0,0,0,0,0,0,0
 alah silit kebelet kenapa dikasihani orang makin sayang saya pak setelah kasus media sosial gue baru sadar beberapa hal di satu instansi kemarin nanti gue ceritakan duuuhhh ,0,1,0,0,0,0,0,0,0,0,0,0
 aku pernah sempat baca tentang harun yahya ini yang membelot ke kubu yahudi dengan freemason nya kadang suka tidak percaya ,0,0,0,0,0,0,0,0,0,0,0,0
kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia ikut gus mus,0,0,0,0,0,0,0,0,0,0,0,0
 ,0,0,0,0,0,0,0,0,0,0,0,0
 mukidi terlalu percaya diri pe anyaan mudah ya dijawab yang keras tapi saya meminta dijawab yang keras siapa nama saya ,0,0,0,0,0,0,0,0,0,0,0,0
 penjelasan saya bukan fitnah silakan dibantah apollinaris darmawan sebut al alquran kitab sampah,1,1,0,1,1,0,0,0,0,0,1,0
monyet saja koloe dibilang saudara sama kamu pasti ogah hidupmu kok begini amat ya itu hati apa comberan ,1,1,1,0,0,0,0,0,1,1,0,0
body lufra scrub dengan bahan dasar lidah buaya untuk melembabkan kulit amp lebih bercahaya info 087812026394 body mass index ,0,0,0,0,0,0,0,0,0,0,0,0
 tak punya cacat di masa lalu karena belum bermasa lalu ,0,0,0,0,0,0,0,0,0,0,0,0
 jangan jangan penganut bumi datar juga soalnya teori bumi bulat kan dari orang asing yang notabene musuh mereka ,0,0,0,0,0,0,0,0,0,0,0,0
becak warga binjai hendak disita karena gunakan tenda be uliskan 2019 ganti presiden partai keadilan sejahtera meradang bukti pemerintah panik dan takut ,1,0,0,1,0,0,0,0,1,0,1,0
lebih baik jokowi mundur ,1,0,1,0,0,0,0,0,1,1,0,0
musyawarah nasional alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bapak jokowi di 2019 mendatang romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
 luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
oleh rezim sekarang atas kendali negara cina komunis yang menjadi patron tunggal rezim anti islam jokowi ,1,0,0,1,1,1,0,0,0,0,1,0
misi 4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur nomor tiga jawa barat asyik asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
 celeng kangen gue iya ,0,1,0,0,0,0,0,0,0,0,0,0
 terangi negeri dengan budaya yuk pada mengunjungi ke purwoke o mumpung ada even rakyat purwoke o ekstra vaganza banyumas,0,0,0,0,0,0,0,0,0,0,0,0
presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program program pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kartu indonesia sehat se ifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya ,0,0,0,0,0,0,0,0,0,0,0,0
 amin ya allah timnya kinan saja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede begitu dan musuhnya buaya wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
 maju kamu memaki mama aku bolot ,1,1,1,0,0,0,0,0,1,1,0,0
gerombolan kadal jidat gosong memang begitu sukanya ribut tapi kalau gerombolannya yang salah pura pura budek dasar gerombolan cingkrang ,1,1,0,1,0,0,1,0,0,0,1,0
 sebegitu gentarnya dia takut terhadap kafir ,0,0,0,0,0,0,0,0,0,0,0,0
 betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
 kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
 tau dong bau baunya sudah keciri ini sipit buluk ,1,1,1,0,0,1,0,0,0,1,0,0
 kayak memegang bukan mucikari ,0,0,0,0,0,0,0,0,0,0,0,0
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah dan mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
 anjir seram mainnya begituan ,0,1,0,0,0,0,0,0,0,0,0,0
 kayaknya bisa atau cuma bank te entu bilang saja mau jual uang asing tukar ke rupiah ,0,0,0,0,0,0,0,0,0,0,0,0
 onta yaman nih dan setahun lagi gue depo asi kamu ,1,1,1,0,0,0,0,0,1,0,0,1
hati hati berita pilihan kepala daerah yang berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0
 anak cocot ya ini ,1,1,1,0,0,0,0,0,1,1,0,0
 x88udah ketahuan hoaks ya fahri makanya kalau ambil berita tuyg pembaruan jangan dari tong sampah diambil terus di screenshoot taunya berita sudah,1,0,1,0,0,0,0,0,1,1,0,0
 pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
 nah yang dongok yang bilang hacker haha ,0,1,0,0,0,0,0,0,0,0,0,0
bangsat gue sudah menyelam sampai bawah bawah balik lagi ke atas 1 ,0,1,0,0,0,0,0,0,0,0,0,0
